agrn,measure_id,measure_name,category,category_verified,source_id,page_or_section,document_date,first_approval_date,geographic_scope,verified_geographic_locations,decision_unit,negative_eligibility_verified,measure_inventory_complete,notes,source_url,verification_status
1044,1044_M01,Ellie primary producer and business recovery grants,UNRESOLVED,False,wa1044,HTML program / eligibility section,,,Geographic scope and eligibility not fully reconstructed,,event-state-measure with geographic scope; beneficiary/provider eligibility differs,False,False,Official event evidence recovered; complete Category C measure inventory and eligible nonrecipient risk set NOT certified.,https://www.wa.gov.au/government/media-statements/Cook%20Labor%20Government/Joint-media-statement---Recovery-grants-for-disaster-impacted-farmers-and-small-businesses-20230706,EVENT_PROGRAM_FOUND_CATEGORY_UNRESOLVED
1094,1094_M01,South East Queensland severe storms recovery package,UNRESOLVED,False,qra1094,HTML program / eligibility section,,,Geographic scope and eligibility not fully reconstructed,,event-state-measure with geographic scope; beneficiary/provider eligibility differs,False,False,Official event evidence recovered; complete Category C measure inventory and eligible nonrecipient risk set NOT certified.,https://www.qra.qld.gov.au/funding-programs/event-specific-exceptional-circumstances-assistance/2023-seq-severe-storms/exceptional-circumstances-recovery-grants-primary-producers,EVENT_PROGRAM_FOUND_CATEGORY_UNRESOLVED
1144,1144_M01,Primary producer emergency response grants: statewide tier and two-LGA supplement,UNRESOLVED,False,tas1144,HTML program / eligibility section,,,Geographic scope and eligibility not fully reconstructed,,event-state-measure with geographic scope; beneficiary/provider eligibility differs,False,False,Official event evidence recovered; complete Category C measure inventory and eligible nonrecipient risk set NOT certified.,https://nre.tas.gov.au/agriculture/government-and-community-programs/primary-producer-storm-recovery-2024,EVENT_PROGRAM_FOUND_CATEGORY_UNRESOLVED
1166,1166_M01,Business Bushfire Recovery Grant,UNRESOLVED,False,vic1166,HTML program / eligibility section,,,Geographic scope and eligibility not fully reconstructed,,event-state-measure with geographic scope; beneficiary/provider eligibility differs,False,False,Official event evidence recovered; complete Category C measure inventory and eligible nonrecipient risk set NOT certified.,https://business.vic.gov.au/grants-and-programs/business-bushfire-recovery-grant,EVENT_PROGRAM_FOUND_CATEGORY_UNRESOLVED
1198,1198_M01,Small Business and Non-Profit Organisations Category C grant,C,True,nsw1198_1212_notice,HTML program / eligibility section,,,Geographic scope and eligibility not fully reconstructed,,event-state-measure with geographic scope; beneficiary/provider eligibility differs,False,False,Official event evidence recovered; complete Category C measure inventory and eligible nonrecipient risk set NOT certified.,https://www.smallbusiness.nsw.gov.au/news-podcasts/news/december-2025-update-from-the-commission,CATEGORY_VERIFIED_SCOPE_PARTIAL
1209,1209_M01,Community Recovery and Resilience Fund,C,True,sa1209,"PDF pp3–4,7",2025-07,,"Pastoral Unincorporated Area; eligible organisations, not an elected council comparison",Unincorporated SA,event-state-measure with geographic scope; beneficiary/provider eligibility differs,False,False,Official PDF web text verified: available 17 July 2025; approval month July only. Applicant decisions exist but not supplied; unincorporated area excluded from council design.,https://www.recovery.sa.gov.au/__data/assets/pdf_file/0007/1172752/Community-Recovery-Fund-EXTERNAL-Guidelines.pdf,CATEGORY_VERIFIED_SCOPE_PARTIAL
1212,1212_M01,Small Business and Non-Profit Organisations Category C grant,C,True,nsw1212_grant,HTML program / eligibility section,,,Geographic scope and eligibility not fully reconstructed,,event-state-measure with geographic scope; beneficiary/provider eligibility differs,False,False,Official event evidence recovered; complete Category C measure inventory and eligible nonrecipient risk set NOT certified.,https://www.service.nsw.gov.au/guidelines/east-coast-weather-event-small-business-recovery-grant-agrn-1212,CATEGORY_VERIFIED_SCOPE_PARTIAL
1227,1227_M01,Southern Tasmania bushfire support; exact C measure unresolved,UNRESOLVED,False,tas1227,HTML program / eligibility section,,,Geographic scope and eligibility not fully reconstructed,,event-state-measure with geographic scope; beneficiary/provider eligibility differs,False,False,Official event evidence recovered; complete Category C measure inventory and eligible nonrecipient risk set NOT certified.,https://alert.tas.gov.au/recovery/incidents/tasmania-bushfires-december-2025,EVENT_PROGRAM_FOUND_CATEGORY_UNRESOLVED
1240,1240_M01,Bondi Small Business Support Grant; C measure unresolved,UNRESOLVED,False,bondi1240,HTML program / eligibility section,,,Geographic scope and eligibility not fully reconstructed,,event-state-measure with geographic scope; beneficiary/provider eligibility differs,False,False,Natural-disaster study excludes terrorist attack. Retrieved small-business grant is explicitly D; a separate C measure not reconstructed.,https://www.service.nsw.gov.au/guidelines/small-business-grant-bondi-agrn1240,EVENT_PROGRAM_FOUND_CATEGORY_UNRESOLVED
1242,1242_M01,Community Recovery 2026–28 grants,UNRESOLVED,False,vic1242,HTML program / eligibility section,,,Geographic scope and eligibility not fully reconstructed,,event-state-measure with geographic scope; beneficiary/provider eligibility differs,False,False,Official event evidence recovered; complete Category C measure inventory and eligible nonrecipient risk set NOT certified.,https://www.vic.gov.au/community-recovery-grants-2026-bushfires,EVENT_PROGRAM_FOUND_CATEGORY_UNRESOLVED
1269,1269_M01,Recovery grants for directly impacted not-for-profit organisations,UNRESOLVED,False,nt1269_letter,PDF p82; ministerial letter dated 14 May 2026,,,Geographic scope and eligibility not fully reconstructed,,event-state-measure with geographic scope; beneficiary/provider eligibility differs,False,False,Official event evidence recovered; complete Category C measure inventory and eligible nonrecipient risk set NOT certified.,https://www.katherine.nt.gov.au/council-meetings/ordinary-council-meetings/ordinary-meeting-of-council-26-may-2026/239/documents/agenda-ordinary-meeting-of-council-26-may-2026.pdf,EVENT_PROGRAM_FOUND_CATEGORY_UNRESOLVED
