path,rows,columns,column_names,candidate_columns,read_status
outputs/experiment3_crowdout/experiment3_panel.csv,36.0,64.0,council_key|council_name|year_start|financial_year|period_start|period_end|reporting_months|source_file|source_sheet|source_excel_row|actual_maintenance_aud|required_maintenance_aud|maintenance_ratio_pct|maintenance_conflict|maintenance_basis|fesm_burned_ha|fesm_status|fesm_source_file|fesm_asof_forecast_status|bushfire_declared|flood_declared|all_declared|bushfire_declaration_status|flood_declaration_status|all_agrns|declaration_inventory_status|declaration_source_files|physical_flood_status|verified_zero_all_disaster_exposure|index_event_year|event_group|role|relative_year|pre_cash_cover_months|pre_operating_ratio_pct|pre_current_ratio|pre_own_source_pct|pre_debt_service_cover|pre_debt_service_cover_requires_review|pre_population|pre_road_km|pre_actual_maintenance_aud|pre_maintenance_ratio_pct|pre_fiscal_year|pre_information_vintage|pre_fiscal_source_file|pre_fiscal_source_sheet|pre_fiscal_source_excel_row|low_pre_cash_cover|weak_pre_operating_position|planned_routine_maintenance_aud|actual_routine_maintenance_aud|planned_routine_status|actual_routine_status|disaster_reconstruction_expenditure_aud|disaster_reconstruction_status|maintenance_deviation|primary_outcome_eligible|primary_exclusion_reason|secondary_only|causal_eligible|routine_separation_status|price_basis|evidence_ids,actual_maintenance_aud|required_maintenance_aud|maintenance_ratio_pct|maintenance_conflict|maintenance_basis|pre_actual_maintenance_aud|pre_maintenance_ratio_pct|planned_routine_maintenance_aud|actual_routine_maintenance_aud|planned_routine_status|actual_routine_status|maintenance_deviation,read
outputs/experiment3_crowdout/advance_funding_audit.csv,3.0,13.0,council_key|disaster|announcement_date|agreement_effective_date|first_payment_date|receipt_date_lower|receipt_date_upper|receipt_amount_aud|receipt_precision|project|source_evidence_id|exact_timing_project_link_verified|analysis_eligible,announcement_date|agreement_effective_date|first_payment_date|receipt_date_lower|receipt_date_upper|project|exact_timing_project_link_verified,read
outputs/experiment3_crowdout/backbone_value_provenance.csv,540.0,16.0,council_key|year_start|field|value|value_status|unit|source_document|source_url|source_year|source_table|original_file|original_sheet|original_excel_row|raw_value_in_v2|raw_value_stage|scope_note,,read
outputs/experiment3_crowdout/variable_dictionary.csv,9.0,4.0,variable|definition|unit|eligibility_note,,read
outputs/experiment3_crowdout/coverage_summary.csv,2.0,5.0,role|councils|council_years|primary_pairs|observed_aggregate_maintenance,observed_aggregate_maintenance,read
outputs/experiment3_crowdout/documentary_evidence.csv,37.0,22.0,evidence_id|source_id|council_key|year_start|financial_year|field|value|value_status|raw_value|raw_wording|unit|page_or_table|accounting_category|asset_scope|verification_status|confidence|document_date|primary_eligible|eligibility_reason|source_url|source_local_file|source_sha256,document_date,read
outputs/experiment3_crowdout/pretrend_audit.csv,12.0,18.0,treated_council_key|candidate_council_key|index_event_year|year_start|relative_year|treated_aggregate_actual_aud|candidate_aggregate_actual_aud|treated_adequacy_pct|candidate_adequacy_pct|treated_index|candidate_index|index_gap|treated_prior_declared|candidate_prior_declared|aggregate_quality_pass|routine_pretrend_available|parallel_trends_established|verdict,candidate_council_key|treated_aggregate_actual_aud|candidate_aggregate_actual_aud|candidate_adequacy_pct|candidate_index|candidate_prior_declared,read
outputs/experiment4b_betterment_access/capacity_data_availability.csv,8.0,7.0,capacity_block|candidate_measure|councils_with_pilot_values|source_id|remaining_gap|source_url|coverage_denominator,capacity_block|candidate_measure,read
outputs/experiment4b_betterment_access/capacity_council_coverage.csv,38.0,10.0,council_key|applicant|published_rows|distinct_asset_labels|streams|period_end|publication_date|grant_share_5yr_pct|operating_surplus_pct|net_financial_liabilities_pct,publication_date,read
outputs/experiment4b_betterment_access/council_cluster_audit.csv,38.0,5.0,council_key|applicant|published_rows|distinct_asset_labels|streams,,read
outputs/experiment4b_betterment_access/temporal_availability_audit.csv,194.0,12.0,public_record_id|council_key|applicant|project_asset_label|submission_date|decision_date|period_end|publication_date|quality_note|capacity_measurement_before_known_submission|capacity_publication_before_known_submission|timing_verdict,project_asset_label|submission_date|decision_date|publication_date|capacity_measurement_before_known_submission|capacity_publication_before_known_submission,read
outputs/experiment4b_betterment_access/repeated_project_labels.csv,8.0,29.0,public_record_id|funding_round|funding_stream|applicant|council_key|applicant_type|project_asset_label|application_id|project_id|source_id|source_url|source_locator|source_version_date|status|eligibility_status|label_confidence|submission_date|decision_date|amount_requested_aud|amount_approved_aud|event|asset_type|assessment_score|recommendation|bcr|quality_note|repeated_label|same_label_row_count|supplemental_source_ids,project_asset_label|project_id|source_version_date|submission_date|decision_date,read
outputs/experiment4b_betterment_access/source_provenance.csv,36.0,11.0,source_id|url|accessed_at|http_status|resolved_url|local_file|sha256|title|document_or_version_date|date_basis|retrieval_caveat,document_or_version_date|date_basis,read
outputs/experiment4b_betterment_access/published_approved_projects.csv,221.0,29.0,public_record_id|funding_round|funding_stream|applicant|council_key|applicant_type|project_asset_label|application_id|project_id|source_id|source_url|source_locator|source_version_date|status|eligibility_status|label_confidence|submission_date|decision_date|amount_requested_aud|amount_approved_aud|event|asset_type|assessment_score|recommendation|bcr|quality_note|repeated_label|same_label_row_count|supplemental_source_ids,project_asset_label|project_id|source_version_date|submission_date|decision_date,read
outputs/experiment4b_betterment_access/feasibility_gates.csv,6.0,4.0,gate|question|verdict|evidence,,read
outputs/experiment4b_betterment_access/policy_and_unit_audit.csv,6.0,8.0,stream|reported_pool_aud|ordinary_project_cap_aud|rule_or_change|source_id|document_date|analytical_implication|source_url,ordinary_project_cap_aud|document_date,read
outputs/experiment4b_betterment_access/queensland_capacity_values.csv,130.0,15.0,council_key|council_name|feature|value|unit|measurement_date|publication_date|audit_date|source_id|source_url|source_locator|scope|quality_note|timing_status|confidence,measurement_date|publication_date|audit_date,read
outputs/experiment4b_betterment_access/decision_evidence.csv,13.0,24.0,evidence_id|applicant|project_or_submission|reported_status|eligibility_status|round_scope|source_id|source_locator|evidence_date|submission_date|decision_date|amount_requested_aud|amount_approved_aud|other_amount_aud|amount_basis|event|application_id|project_id|unit_resolution|confidence|usable_eligible_negative|interpretation|source_url|council_key,project_or_submission|evidence_date|submission_date|decision_date|project_id,read
outputs/experiment4b_betterment_access/qao_capacity_transcription.csv,39.0,12.0,council_name|grant_share_5yr_pct|operating_surplus_pct|net_financial_liabilities_pct|printed_page|source_id|pdf_page|period_end|publication_date|confidence|quality_note|grant_period_note,publication_date,read
outputs/experiment4b_betterment_access/project_need_quality_audit.csv,11.0,8.0,variable|policy_locator|required_pre_decision_measure|public_recovery_status|unit_or_boundary|source_url|complete_two_outcome_coverage|independence_warning,,read
outputs/experiment4b_betterment_access/decision_universe_reconciliation.csv,9.0,5.0,quantity|value|unit|caveat|source_url,,read
outputs/experiment4b_betterment_access/search_and_negative_findings.csv,12.0,6.0,search_scope|queries_or_route|inspected_source_ids_or_reference|finding|audit_date|search_limit,audit_date,read
outputs/experiment4_funding_access_feasibility/policy_era_audit.csv,8.0,9.0,era|start|end|jurisdiction|source_id|document_section|finding|pooling|source_url,,read
outputs/experiment4_funding_access_feasibility/eligibility_filter_counts.csv,5.0,2.0,stage|count,,read
outputs/experiment4_funding_access_feasibility/capacity_coverage.csv,16.0,4.0,feature|candidate_rows|observed_retrospective|strict_certified,candidate_rows,read
outputs/experiment4_funding_access_feasibility/council_crosswalk_audit.csv,739.0,7.0,agrn|Location_code|Location_Name|STATE|council_key|join_rule|boundary_vintage_verified,,read
outputs/experiment4_funding_access_feasibility/risk_set_validation.csv,30.0,18.0,agrn|state|event_name|raw_C_positive|raw_C_zero|raw_pattern|verified_geographic_positive_locations|verified_eligible_negatives|conflicting_zero_rows|measure_reviews|verified_C_measures|complete_measure_inventory|complete_need_bundle|decision_count_certified|usable_contrasts|verdict|source_urls|reason,,read
outputs/experiment4_funding_access_feasibility/need_data_availability.csv,480.0,18.0,variable|spatial_unit|temporal_unit|measurement_date|availability_date|independence_from_funding|coverage_limitation|timing_risk|source_url|agrn|event_name|disaster_start_date|source_id|observed_values_joined|eligible_LGA_coverage_fraction|missingness|pre_decision_coverage_verified|event_applicability,measurement_date|availability_date|disaster_start_date,read
outputs/experiment4_funding_access_feasibility/candidate_risk_set.csv,2305.0,26.0,source_csv_row|Location_Name|Location_Type|Location_code|STATE|event_name|agrn|cat_A|cat_B|cat_C|cat_D|highest_drfa_category_group|AGDRP|DRA|hazard_type|disaster_start_date|recorded_any_DRFA|candidate_C_event|status|reason|verified_eligible_negative|model_ready|funding_receipt|measure_audit_ids|source_dataset|source_url,disaster_start_date|candidate_C_event,read
outputs/experiment4_funding_access_feasibility/activation_backbone_audit.csv,15.0,9.0,field|dtype|rows|missing|distinct|observed_values|meaning|definition_verification|definition_source,,read
outputs/experiment4_funding_access_feasibility/source_provenance.csv,61.0,14.0,source_id|url|accessed_at|http_status|local_file|sha256|title|preview|document_version_date|date_type|first_publication_date|date_caveat|local_access_status|review_channel,document_version_date|date_type|first_publication_date|date_caveat,read
outputs/experiment4_funding_access_feasibility/category_variation_audit.csv,756.0,9.0,agrn|state|event_name|n_lga_rows|positive_rows|zero_rows|positive_proportion|pattern|category,,read
outputs/experiment4_funding_access_feasibility/mixed_event_case_review.csv,366.0,13.0,source_csv_row|agrn|Location_Name|Location_code|STATE|cat_A|cat_B|cat_C|cat_D|highest_drfa_category_group|AGDRP|DRA|recorded_any_DRFA,,read
outputs/experiment4_funding_access_feasibility/positive_negative_case_audit.csv,154.0,14.0,agrn|Location_code|Location_Name|measure_id|measure_name|raw_cat_C|status|status_definition|verified_eligible_negative|receipt_verified|source_id|source_url|category_source|snapshot_conflict,,read
outputs/experiment4_funding_access_feasibility/category_c_measure_audit.csv,63.0,17.0,agrn|measure_id|measure_name|category|category_verified|source_id|page_or_section|document_date|first_approval_date|geographic_scope|verified_geographic_locations|decision_unit|negative_eligibility_verified|measure_inventory_complete|notes|source_url|verification_status,document_date|first_approval_date,read
outputs/experiment4_funding_access_feasibility/capacity_linkage_audit.csv,11824.0,23.0,agrn|Location_code|Location_Name|STATE|council_key|disaster_start_date|feature|original_value|usable_value|unit|source_year|measurement_date|publication_date|lag_days|missingness_status|source_dataset|source_file|source_sheet|source_excel_row|retrospective_eligible|strict_ex_ante_certified|leakage_note|definition_status,disaster_start_date|measurement_date|publication_date,read
outputs/experiment4_funding_access_feasibility/event_category_summary.csv,378.0,19.0,agrn|n_lga_rows|cat_C_positive|cat_D_positive|state|event_name|disaster_start_date|hazard_type|cat_C_zero|cat_C_proportion|cat_C_pattern|cat_D_zero|cat_D_proportion|cat_D_pattern|descriptive_event_scope|distinct_C_measures_recovered_minimum|C_measure_inventory_complete|independent_funding_decision_count|usable_positive_negative_contrasts,disaster_start_date,read
outputs/experiment4_funding_access_feasibility/temporal_leakage_audit.csv,12367.0,12.0,agrn|Location_code|Location_Name|feature|measurement_date|publication_date|disaster_start_date|retrospective_eligible|strict_ex_ante_certified|leakage_note|funding_decision_date|block,measurement_date|publication_date|disaster_start_date|funding_decision_date,read
outputs/experiment4_funding_access_feasibility/sources/official_csv.csv,2475.0,15.0,Location_Name|Location_Type|Location_code|STATE|event_name|agrn|cat_A|cat_B|cat_C|cat_D|highest_drfa_category_group|AGDRP|DRA|hazard_type|disaster_start_date,disaster_start_date,read
outputs/experiment4_funding_access_feasibility/inputs/drfa_activation_history_by_location_2026_august_11.csv,2475.0,15.0,Location_Name|Location_Type|Location_code|STATE|event_name|agrn|cat_A|cat_B|cat_C|cat_D|highest_drfa_category_group|AGDRP|DRA|hazard_type|disaster_start_date,disaster_start_date,read
Experiment 1/results/quality_flag_counts.csv,39.0,3.0,column|value|rows,,read
Experiment 1/results/fold_sample_sizes_and_exclusions.csv,24.0,23.0,target|test_year|test_fy|event_fy|status|train_candidate_n|train_n|train_excluded_n|test_candidate_n|test_n|test_excluded_n|training_target_years|embargoed_rows|test_excluded__no_exact_prior_year|test_excluded__boundary_flag|test_excluded__missing_or_ineligible_persistence|test_excluded__missing_target|train_excluded__boundary_flag|train_excluded__missing_or_ineligible_persistence|train_excluded__missing_target|test_excluded__no_exact_future_year|test_excluded__target_maintenance_quality|train_excluded__target_maintenance_quality,train_candidate_n|test_candidate_n|test_excluded__target_maintenance_quality|train_excluded__target_maintenance_quality,read
Experiment 1/results/split_variables_all_folds.csv,22.0,4.0,target|test_year|feature|disaster_variable,,read
Experiment 1/results/latest_tree_nodes.csv,35.0,11.0,target|test_fy|node|depth|is_leaf|split_variable|threshold|training_n|prediction|prediction_unit|path,,read
Experiment 1/results/source_column_roles.csv,54.0,2.0,column|role,,read
Experiment 1/results/fold_imputation_audit.csv,110.0,6.0,target|test_year|feature|training_median|train_missing|test_missing,,read
Experiment 1/results/missingness_by_year.csv,8.0,56.0,financial_year|rows|council__missing|council_key__missing|year_start__missing|financial_year__missing|fiscal_source_file__missing|fiscal_source_sheet__missing|fiscal_excel_row__missing|actual_maintenance_aud__missing|required_maintenance_aud__missing|maintenance_gap_aud__missing|maintenance_ratio_pct__missing|outcome_observed__missing|outcome_quality_eligible__missing|maintenance_conflict__missing|cash_cover_months__missing|current_ratio__missing|operating_ratio_pct__missing|own_source_pct__missing|grants_pct__missing|debt_service_cover__missing|population__missing|area_km2__missing|road_km__missing|road_expenditure_aud__missing|classification__missing|fesm_burned_ha__missing|fesm_burned_pct_raw__missing|fesm_extent_only_ha__missing|fesm_min_fire_size_ha_exclusive__missing|fesm_source_file__missing|fesm_excel_total_row__missing|fesm_status__missing|boundary_change_flag__missing|boundary_compatibility__missing|physical_flood_status__missing|verified_zero_all_disaster_exposure__missing|bushfire_declared_event_count__missing|bushfire_agrns__missing|bushfire_declaration_status__missing|flood_declared_event_count__missing|flood_agrns__missing|flood_declaration_status__missing|all_declared_event_count__missing|all_agrns__missing|all_declaration_status__missing|source_list_disagreement_count__missing|open_ended_onset_event_count__missing|known_prior_year_carryover_count__missing|prior_fy_declared_event_count__missing|declaration_vs_fesm_scope_difference__missing|candidate_no_new_declared_event__missing|candidate_strict_scoped_comparison__missing|direct_infrastructure_damage_documented__missing|direct_infrastructure_evidence_ids__missing,actual_maintenance_aud__missing|required_maintenance_aud__missing|maintenance_gap_aud__missing|maintenance_ratio_pct__missing|maintenance_conflict__missing|candidate_no_new_declared_event__missing|candidate_strict_scoped_comparison__missing,read
Experiment 1/results/pooled_validation_metrics.csv,9.0,6.0,target|model|n|MAE|RMSE|R2,,read
Experiment 1/results/held_out_predictions.csv,3675.0,6.0,target|test_year|council_key|model|observed|predicted,,read
Experiment 1/results/council_identifiers.csv,128.0,5.0,council_key|display_names|rows|first_year|last_year,,read
Experiment 1/results/year_by_year_validation.csv,24.0,32.0,target|test_year|test_fy|event_fy|status|train_candidate_n|train_n|train_excluded_n|test_candidate_n|test_n|test_excluded_n|training_target_years|embargoed_rows|test_excluded__no_exact_prior_year|test_excluded__boundary_flag|test_excluded__missing_or_ineligible_persistence|test_excluded__missing_target|train_excluded__boundary_flag|train_excluded__missing_or_ineligible_persistence|train_excluded__missing_target|test_excluded__no_exact_future_year|test_excluded__target_maintenance_quality|train_excluded__target_maintenance_quality|MAE__decision_tree|MAE__persistence|MAE__training_mean|RMSE__decision_tree|RMSE__persistence|RMSE__training_mean|R2__decision_tree|R2__persistence|R2__training_mean,train_candidate_n|test_candidate_n|test_excluded__target_maintenance_quality|train_excluded__target_maintenance_quality,read
Experiment 1/results/row_eligibility.csv,3072.0,6.0,council_key|prior_year|event_year|target_year|exclusion_reason|target,,read
Experiment 1/results/alignment_exclusions_by_year.csv,64.0,4.0,target|target_year|exclusion_reason|rows,,read
Experiment 1/results/predictor_rationale.csv,11.0,5.0,predictor|source_column|timing|unit|reason,,read
Experiment 1/results/column_audit.csv,54.0,8.0,column|dtype|unit|missing_n|missing_pct|distinct_nonmissing|min|max,,read
Experiment 1/results/validation_metrics_long.csv,30.0,8.0,target|test_year|test_fy|model|n|MAE|RMSE|R2,,read
Experiment 1/support/operating_ratio_audit/forecast_error_case_audit.csv,97.0,230.0,council_key|test_year|prior_year|event_year|operating_ratio_pct__prior|actual_future_operating_ratio|cash_cover_months__prior|current_ratio__prior|own_source_pct__prior|debt_service_cover__prior|maintenance_ratio_pct__prior|population__prior|road_km__prior|fesm_burned_ha__event|bushfire_declared_event_count__event|flood_declared_event_count__event|mean_change|persistence|ridge_change|ridge_level|training_mean|tree_change|tree_fiscal_only|tree_level|council_display_name|fesm_status|fesm_burned_pct_raw|bushfire_declaration_status|flood_declaration_status|all_declared_event_count|all_declaration_status|source_list_disagreement_count|open_ended_onset_event_count|boundary_compatibility|forecast_year|pre_period_operating_ratio|actual_change|training_mean_error|training_mean_absolute_error|persistence_error|persistence_absolute_error|mean_change_error|mean_change_absolute_error|tree_fiscal_only_error|tree_fiscal_only_absolute_error|tree_level_error|tree_level_absolute_error|tree_change_error|tree_change_absolute_error|ridge_level_error|ridge_level_absolute_error|ridge_change_error|ridge_change_absolute_error|tree_minus_persistence_absolute_error|ridge_minus_persistence_absolute_error|disaster_prediction_difference_B_minus_A|disaster_absolute_error_gain_A_minus_B|case_id|absolute_change_pp|top20_change|top20_persistence|top20_ridge|change_gt10pp|change_gt20pp|priority_case|operating_ratio_event_year|annual_change_prior_to_event_pp|annual_change_event_to_target_pp|council|prior_financial_year|fiscal_source_file|fiscal_source_sheet|fiscal_excel_row|actual_maintenance_aud|required_maintenance_aud|maintenance_gap_aud|maintenance_ratio_pct|outcome_observed|outcome_quality_eligible|maintenance_conflict|cash_cover_months|current_ratio|operating_ratio_pct|own_source_pct|grants_pct|debt_service_cover|population|area_km2|road_km|road_expenditure_aud|council_classification|fesm_burned_ha|fesm_burned_pct_raw__panel_prior|fesm_extent_only_ha|fesm_min_fire_size_ha_exclusive|fesm_source_file|fesm_excel_total_row|fesm_status__panel_prior|boundary_change_flag|boundary_compatibility__panel_prior|physical_flood_status|verified_zero_all_disaster_exposure|bushfire_declared_event_count|bushfire_agrns|bushfire_declaration_status__panel_prior|flood_declared_event_count|flood_agrns|flood_declaration_status__panel_prior|all_declared_event_count__panel_prior|all_agrns|all_declaration_status__panel_prior|source_list_disagreement_count__panel_prior|open_ended_onset_event_count__panel_prior|known_prior_year_carryover_count|prior_fy_declared_event_count|declaration_vs_fesm_scope_difference|candidate_no_new_declared_event|candidate_strict_scoped_comparison|direct_infrastructure_damage_documented|direct_infrastructure_evidence_ids|council__panel_event|financial_year__panel_event|fiscal_source_file__panel_event|fiscal_source_sheet__panel_event|fiscal_excel_row__panel_event|actual_maintenance_aud__panel_event|required_maintenance_aud__panel_event|maintenance_gap_aud__panel_event|maintenance_ratio_pct__panel_event|outcome_observed__panel_event|outcome_quality_eligible__panel_event|maintenance_conflict__panel_event|cash_cover_months__panel_event|current_ratio__panel_event|operating_ratio_pct__panel_event|own_source_pct__panel_event|grants_pct__panel_event|debt_service_cover__panel_event|population__panel_event|area_km2__panel_event|road_km__panel_event|road_expenditure_aud__panel_event|classification__panel_event|fesm_burned_ha__panel_event|fesm_burned_pct_raw__panel_event|fesm_extent_only_ha__panel_event|fesm_min_fire_size_ha_exclusive__panel_event|fesm_source_file__panel_event|fesm_excel_total_row__panel_event|fesm_status__panel_event|boundary_change_flag__panel_event|boundary_compatibility__panel_event|physical_flood_status__panel_event|verified_zero_all_disaster_exposure__panel_event|bushfire_declared_event_count__panel_event|bushfire_agrns__panel_event|bushfire_declaration_status__panel_event|flood_declared_event_count__panel_event|flood_agrns__panel_event|flood_declaration_status__panel_event|all_declared_event_count__panel_event|all_agrns__panel_event|all_declaration_status__panel_event|source_list_disagreement_count__panel_event|open_ended_onset_event_count__panel_event|known_prior_year_carryover_count__panel_event|prior_fy_declared_event_count__panel_event|declaration_vs_fesm_scope_difference__panel_event|candidate_no_new_declared_event__panel_event|candidate_strict_scoped_comparison__panel_event|direct_infrastructure_damage_documented__panel_event|direct_infrastructure_evidence_ids__panel_event|council__panel_target|financial_year__panel_target|fiscal_source_file__panel_target|fiscal_source_sheet__panel_target|fiscal_excel_row__panel_target|actual_maintenance_aud__panel_target|required_maintenance_aud__panel_target|maintenance_gap_aud__panel_target|maintenance_ratio_pct__panel_target|outcome_observed__panel_target|outcome_quality_eligible__panel_target|maintenance_conflict__panel_target|cash_cover_months__panel_target|current_ratio__panel_target|operating_ratio_pct__panel_target|own_source_pct__panel_target|grants_pct__panel_target|debt_service_cover__panel_target|population__panel_target|area_km2__panel_target|road_km__panel_target|road_expenditure_aud__panel_target|classification__panel_target|fesm_burned_ha__panel_target|fesm_burned_pct_raw__panel_target|fesm_extent_only_ha__panel_target|fesm_min_fire_size_ha_exclusive__panel_target|fesm_source_file__panel_target|fesm_excel_total_row__panel_target|fesm_status__panel_target|boundary_change_flag__panel_target|boundary_compatibility__panel_target|physical_flood_status__panel_target|verified_zero_all_disaster_exposure__panel_target|bushfire_declared_event_count__panel_target|bushfire_agrns__panel_target|bushfire_declaration_status__panel_target|flood_declared_event_count__panel_target|flood_agrns__panel_target|flood_declaration_status__panel_target|all_declared_event_count__panel_target|all_agrns__panel_target|all_declaration_status__panel_target|source_list_disagreement_count__panel_target|open_ended_onset_event_count__panel_target|known_prior_year_carryover_count__panel_target|prior_fy_declared_event_count__panel_target|declaration_vs_fesm_scope_difference__panel_target|candidate_no_new_declared_event__panel_target|candidate_strict_scoped_comparison__panel_target|direct_infrastructure_damage_documented__panel_target|direct_infrastructure_evidence_ids__panel_target|financial_year|classification|explanation|evidence_urls|evidence_locations|coverage,actual_future_operating_ratio|maintenance_ratio_pct__prior|actual_change|actual_maintenance_aud|required_maintenance_aud|maintenance_gap_aud|maintenance_ratio_pct|maintenance_conflict|candidate_no_new_declared_event|candidate_strict_scoped_comparison|actual_maintenance_aud__panel_event|required_maintenance_aud__panel_event|maintenance_gap_aud__panel_event|maintenance_ratio_pct__panel_event|maintenance_conflict__panel_event|candidate_no_new_declared_event__panel_event|candidate_strict_scoped_comparison__panel_event|actual_maintenance_aud__panel_target|required_maintenance_aud__panel_target|maintenance_gap_aud__panel_target|maintenance_ratio_pct__panel_target|maintenance_conflict__panel_target|candidate_no_new_declared_event__panel_target|candidate_strict_scoped_comparison__panel_target,read
Experiment 1/support/operating_ratio_audit/statement_transcription_checks.csv,12.0,5.0,council_key|year_start|revenue_sum_minus_total|expense_sum_minus_total|before_capital_identity_difference,,read
Experiment 1/support/operating_ratio_audit/disaster_group_summary.csv,4.0,5.0,exposure_group|n|large_n|median_abs_change_pp|large_share_pct,,read
Experiment 1/support/operating_ratio_audit/snowy_ratio_arithmetic_bridge.csv,2.0,2.0,Unnamed: 0|contribution_pp,,read
Experiment 1/support/operating_ratio_audit/olg_source_reconciliation.csv,242.0,11.0,council_key|year_start|source_council|panel_council|raw_operating_ratio|normalized_operating_ratio|panel_operating_ratio|difference_pp|source_url|sheet|excel_cell,,read
Experiment 1/support/operating_ratio_audit/carrathool_before_capital_bridge.csv,6.0,2.0,Unnamed: 0|contribution_aud_m,,read
Experiment 1/support/operating_ratio_audit/historical_column_inventory.csv,42.0,12.0,year_start|sheet|measure|header|column|council_rows|numeric_count|missing_count|min_raw|max_raw|source_url|comparability,,read
Experiment 1/support/operating_ratio_audit/accounting_component_audit.csv,1902.0,14.0,council_key|year_start|financial_year|component|raw_value|source_unit|value_aud|source_id|source_url|source_location|source_header|report_vintage|definition_caveat|evidence_type,,read
Experiment 1/support/operating_ratio_audit/candidate_predictor_priorities.csv,11.0,10.0,variable|priority|documented_priority_cases|case_ids|known_before_forecast|full_panel_feasibility|leakage_risk|scientific_value|availability_verified_case_count|count_caveat,,read
