source_file,pdf_page,topic,context,interpretation
outputs/experiment3_crowdout/sources/richmond_plan2022_pages.json,57,revision,"ond Valley Council Operational Plan 2021/2022 including Forward Financial Estimates Original Budget Revised Budget Budget Budget Budget Budget 2020/2021 31-Mar-21 Project Activity Description 2021/2022 2022/2023 2023/2024 2024/2025 Operating Revenue 0 7,500 670000 0290 Workshops 0.0% 0 0 0 0 Plant Operations 176,250 176,250 680010 0340 Contributions - ",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/richmond_plan2022_pages.json,60,deferral,"nment Loan Funds Utilised 3,350,000 1,000,000 0 0 Total Loan Funds Utilised 5,850,000 1,000,000 0 0 Deferred Debtor Repayments Making Council Great Governance & Advocacy Deferred Debtor Repay - Pac Coast Rail 1,833 1,888 1,945 2,003 Total Governance & Advocacy 1,833 1,888 1,945 2,003 Total Making Council Great Deferred Debtor Repayments 1,833 ",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,9,revision,"Original Budget Revised Budget Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 0 General Manager 6,401,200 6,529,000 951,000 0 78,791,600 101,320,300 Chief Operating Office 83,814,541 85,256,300 88,",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,10,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 0 General Manager's Office 6,401,200 6,401,200 6,529,000 951,000 0 0 0 Mayor and Councillors 0 0 0 0",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,11,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 0 Capacity, Capability & Recovery Roadmap 6,401,200 6,401,200 6,529,000 951,000 0 0 0 Total Operatin",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,12,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 0 Total Operating Revenue 0 0 0 0 0 Operating Expenditure Mayor and Councillor Expenses 67,700 67,70",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,13,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 0 Total Operating Revenue 0 0 0 0 0 Operating Expenditure Governance 74,200 74,200 Corporate Support",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,14,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 0 Chief Operating Office 0 0 0 0 0 3,031,900 3,031,900 Built Environment (127,100) 2,904,800 2,965,2",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,15,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 0 Total Operating Revenue 0 0 0 0 0 Operating Expenditure Chief Operating Office 345,100 345,100 Man",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,16,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 205,900 0 Animal Control Revenues (205,900) 0 0 0 0 10,600 10,600 Late Nighter Service Revenues 500 11",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,17,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue Roads 1,750,000 1,750,000 Regional Roads Block Grant 125,100 1,875,100 1,901,100 1,927,600 1,954,400 0",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,18,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Expenditure (continued) Bridges 41,200 41,200 Bridge Management Costs 198,100 239,300 209,200 176,400 142,800 ",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,19,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 10,400 10,400 Oakes Oval Hire 500 10,900 11,300 11,700 12,100 155,000 155,000 P&R Fees & Charges 7,700",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,20,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 26,300 26,300 Commercial Properties - Rental 37,300 63,600 66,100 68,400 70,800 18,500 18,500 Crown Re",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,21,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Expenditure (continued) Depreciation Expenses 438,300 438,300 Admin Centre (61,000) 377,300 383,000 388,700 39",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,22,revision,Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 0 Emergency Services Grants 0 0 0 0 0 0 0 Total Operating Revenue 0 0 0 0 0 Operating Expenditure Fl,Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,23,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 171,400 171,400 Special Purpose Grants - Street Lighting 8,600 180,000 187,200 193,800 200,600 399,100",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,24,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue Domestic Waste Revenue (185,700) (185,700) Domestic Collection Abandonments (500) (186,200) (185,700) ",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,25,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Expenditure (continued) Activity Based Costing 374,400 374,400 Support Charges - DWM Collection (7,508) 366,89",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,26,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue Waste Disposal - Operations 2,723,600 2,723,600 Collection Charges (479,500) 2,244,100 2,750,000 2,846",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,27,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Expenditure (continued) Activity Based Costing 718,800 718,800 Support Charges - Waste Disposal 21,435 740,235",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,28,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue Waste Minimisation & Farming 16,000 0 Farming Revenues 800 16,800 17,500 18,100 18,700 1,115,200 1,115",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,29,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 100,000 100,000 Lease Revenues 5,000 105,000 109,200 113,000 117,000 320,000 341,000 Royalty Payments ",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,30,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 370,000 353,000 Fees & Charges - Crematorium 6,200 376,200 391,300 405,000 419,100 613,000 632,500 Fee",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,31,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 188,300 34,900 Fees & Charges (118,800) 69,500 72,400 74,900 77,500 188,300 34,900 Total Operating Rev",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,32,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 7,936,900 7,936,900 Fleet - Internal Plant Hire Fees 1,181,100 9,118,000 9,254,800 9,393,600 9,534,500",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,33,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 14,144,000 14,144,000 Annual Charge 644,000 14,788,000 15,231,600 15,688,500 16,159,200 (217,600) (217",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,34,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Expenditure (continued) 5,943,900 5,943,900 Depreciation Expenses (692,400) 5,251,500 6,050,500 6,141,000 6,23",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,35,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 5,733,000 5,733,000 Annual Charges 204,000 5,937,000 6,233,900 6,545,600 6,742,000 127,300 127,300 Pen",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,36,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 3,546,700 3,546,700 Depreciation Expenses 324,200 3,870,900 3,928,800 3,987,500 4,047,100 1,300,000 1,300,000 Net loss f",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,37,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 233,200 145,200 Art Gallery 11,400 244,600 252,000 259,200 266,500 2,068,800 2,034,500 Leisure Activit",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,38,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 52,000 29,000 Art Gallery Contributions and Donations 2,600 54,600 56,700 58,800 60,900 12,100 11,100 ",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,39,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue Goonellabah Sports & Aquatic Centre (GSAC) 2,000 2,000 Fees & Charges - Administration 100 2,100 2,200",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,40,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Expenditure (continued) Lismore Memorial Baths 195,000 195,000 Administration Costs (25,000) 170,000 176,000 1",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,41,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue Events Revenue 1,600 1,600 Fees & Charges 100 1,700 1,800 1,900 2,000 0 0 Operating Grants 0 0 0 0 0 2",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,42,revision,Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Expenditure (continued) Depreciation Expenses 400 400 Depreciation - Furniture & Fittings 100 500 500 500 500 ,Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,43,revision,Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 0 Corporate Services Other Revenue 0 0 0 0 0 0 0 Total Operating Revenue 0 0 0 0 0 Operating Expendi,Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,44,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 0 Disaster Recovery Grant 197,600 197,600 0 0 0 0 0 Total Operating Revenue 197,600 197,600 0 0 0 Op",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,45,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 4,200 4,200 Library Other Revenues 200 4,400 4,600 4,800 5,000 114,100 114,100 Library Special Purpose",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,46,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 0 Fees & Charges 20,000 20,000 20,800 21,500 22,300 0 13,213,900 Operating Grants 0 0 0 0 0 10,000 1",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,47,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 15,000 Procurement Revenue 0 0 0 0 0 0 15,000 Total Operating Revenue 0 0 0 0 0 Operating Expenditur",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,48,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 70,000 70,000 Fees & Charges 23,500 93,500 97,200 100,600 104,100 25,000 25,000 Other Revenues 10,000 ",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,49,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 119,400 Operating Contributions 0 0 0 0 0 61,200 61,200 Operating Grants 3,100 64,300 66,900 69,200 ",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,50,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 0 Executive Office Economy & Growth 0 0 0 0 0 0 0 Investment & Growth 982,200 982,200 579,500 0 0 0 ",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,51,revision,Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 0 Other Revenue 0 0 0 0 0 0 0 Total Operating Revenue 0 0 0 0 0 Operating Expenditure Chief Operatin,Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,52,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue Investment & Growth 0 0 Capacity, Capability & Recovery Roadmap 982,200 982,200 579,500 0 0 0 0 Total ",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,53,revision,Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue 0 0 Area Promotion Revenue 0 0 0 0 0 0 0 Business Facilitation Revenue 0 0 0 0 0 0 0 Total Operating R,Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_budget2024_pages.json,54,revision,"Original Budget Revised Budget Movement Budget Budget Budget Budget 2022/2023 31-Mar-23 Description 2023/2024 2023/2024 2024/2025 2025/2026 2026/2027 Operating Revenue Strategic Planning 0 91,310 Strategic Planning Special Purpose Grant 37,000 37,000 0 0 0 0 0 Capacity,",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_ar2021_pages.json,53,deferral,"$698,248 • Water $228,405 • Wastewater $219,433 • Domestic Waste $187,363 Other Abandonments $9,020 Postponed Rates & Interest $0 Rates & Charges Hardship Policy $40,308 Total $1,408,370 53 | Lismore City Council Annual Report 2020 – 2021",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_ar2021_pages.json,55,deferral,"hieved as a result of the Special Variation Total Income Received ($): $393,600 ($583,200 including carry forward) Details (Expenditure as funded by SRV) Budget ($)* Actual ($) Diff ($) Reason for $ Difference Marketing $145,000 $77,081 $67,919 While Christmas campaign was delivered to meet COVID-safety requirements, there was not capacity to deliver ",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_ar2021_pages.json,56,deferral,"s for COVID-safety. • Sponsorship of the award-winning Eat the Street food festival, which has been postponed until 2022 due to COVID-19. • Sponsorship of the inaugural SHINE light arts festival, and installation of new event power outlet on Molesworth Street for this event, which has been postponed due to COVID-19. • Sponsorship of the Carols i",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_ar2021_pages.json,57,deferral,"orking with rural landholders 321,500 221,632 99,867.98 Rural Landholder Initiative field days were postponed, and Round 7 projects delayed due to Covid 19. 4 Working in the urban environment 103,800 68,381.89 35,418.11 Infrastructure works postponed. As external funding was received for roadstrike mitigation, allocation was put into reserve for",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/lismore_ar2021_pages.json,58,deferral,"tock > Five off-stream watering units installed • 29 new projects were initiated in October 2020, a delayed start due to health restrictions. Projected outcomes for year one of these projects: > Bush regeneration work on 47 ha of native vegetation, with 7020 trees planted > 2.105 km of fencing installed for habitat protection > 5.59 km of ripari",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/richmond_ar2022_pages.json,11,deferral,", until 31 December 2022. Council’s Financial Hardship – Natural Disaster Policy provides relief by deferring the due date for payment of rates and charges allowing the ratepayer/property owner the following two years to pay the outstanding rates and charges, including withholding of interest on outstanding monies for that period. Council wrot",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/richmond_ar2022_pages.json,12,deferral,"g framework in response to the flood event. The development of the new Community Strategic Plan was delayed by 12 months, with Council adopting a Rebuilding the Richmond Valley Plan in lieu of a traditional Delivery Program. The Plan sets out Council’s vision to help restore the Richmond Valley and ‘build back better’ over the three-year period ",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/richmond_ar2022_pages.json,30,deferral," along on the Casino Swimming Pool Upgrade project. .Construction began in August 2021 and has been delayed due to weather, however is expected to be finished during summer. EVANS HEAD • Evans Head’s Razorback Lookout has received a revamp, with the assistance of grant funding from the Federal Government. Key items included: o Replacement of ret",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/richmond_ar2022_pages.json,33,deferral,"Council’s Delivery Program. The local government election scheduled to occur in September 2020, was delayed until December 2021 due to the global COVID-19 pandemic. Therefore, the current reporting cycle was extended until June 2022. The chart below is a dashboard of Council’s overall performance in achieving the outcomes identified in the Deliv",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/richmond_fs2022_pages.json,6,annual_pair,"Richmond Valley Council | Income Statement | for the year ended 30 June 2022 §Statement§ Original unaudited budget Actual Actual 2022 $ '000 Notes 2022 2021 Income from continuing operations 29,503 Rates and annual charges B2-1 29,292 28,100 15,575 User charges and fees B2-2 13,902 15,243 268 Other revenues B2-3 2,770 167 10,903 Grants and contribution",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/richmond_fs2022_pages.json,10,deferral," 7,000 12,499 2,805 Sale of real estate assets 2,046 1,625 566 Proceeds from sale of IPPE 341 610 2 Deferred debtors receipts 2 1 Payments: – Purchase of investments (2,001) – (43,690) Payments for IPPE (26,431) (22,075) (3,191) Purchase of real estate assets (2,179) (1,381) (43,508) Net cash flows from investing activities (21,222) (8,721) Ca",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/richmond_fs2022_pages.json,10,annual_pair,"Richmond Valley Council | Statement of Cash Flows | for the year ended 30 June 2022 §Statement§ Original unaudited budget Actual Actual 2022 $ '000 Notes 2022 2021 Cash flows from operating activities Receipts: 29,503 Rates and annual charges 29,285 28,403 15,575 User charges and fees 11,137 14,462 1,004 Interest received 400 474 25,146 Grants and contributio",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/richmond_fs2022_pages.json,35,deferral,",619 3,772 424 Accrued revenues – Interest on investments 90 – 104 – Bank guarantees 102 304 51 355 Deferred debtors 11 – 2 11 Government grants and subsidies 741 24 1,840 53 Net GST receivable 305 – 233 – Other debtors 167 – 215 – Total 9,781 2,552 9,103 1,406 §TocItem§ §TocItem§ §Subnote§ Less: provision for impairment Rates and annual charg",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/richmond_fs2022_pages.json,53,deferral,"ities in the Statement of Financial Position if the Council does not have an unconditional right to defer settlement for at least 12 months after the reporting date, regardless of when the actual settlement is expected to occur. C3-4 Employee benefit provisions Page 52 of 95 Richmond Valley Council | Notes to the Financial Statements 30 June 2",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/richmond_fs2022_pages.json,120,deferral,"h = d x (c + g) 771 811 Sub-total k = (c + g + h + i + j) 14,798 15,563 Plus (or minus) last year’s carry forward total l 2 83 Less valuation objections claimed in the previous year m – (1) Sub-total n = (l + m) 2 82 Total permissible income o = k + n 14,800 15,645 Less notional general income yield p 14,716 15,624 Catch-up or (excess) result q = o – ",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/kiama_ar2020_pages.json,25,deferral,"ning Certificates were issued, with an average processing time of 2.1 days However, the project was delayed as traffic and parking studies could not be carried out due to the impacts of COVID-19. Regional analysis of public open space and community facilities is being undertaken as part of the review of the Regional Plan. The adopted Kiama LSPS ",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/kiama_ar2020_pages.json,26,deferral,"ve 2020 fireworks event which was cancelled due to COVID. How to Waste Wise Videos project has been delayed due to the implementation of Council’s new website. It is expected for this project to be finalised in the third quarter of 2020-21. Waste Truck Signage is also proposed to be implemented, this is proposed to be completed in the second qua",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/kiama_ar2020_pages.json,30,deferral,"Kiama. However, due to the restrictions of COVID-19, the NRMA event was cancelled and Skatefest was postponed. We continue to promote the redevelopment of Surf Life Saving Clubs around the LGA. The latest meeting for the Gerringong Surf Life Saving Club stakeholders was held on 24 April 2020. Following that meeting, Council held a meeting in Jun",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/griffith_fs2020_pages.json,5,annual_pair,"§Statement§ Original unaudited budget Actual Actual 2020 $ '000 Notes 2020 2019 Income from continuing operations 30,809 Rates and annual charges 3a 32,496 32,000 16,809 User charges and fees 3b 15,080 17,299 1,419 Other revenues 3c 3,008 2,880 9,154 Grants and contributions p",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/griffith_fs2020_pages.json,9,deferral,"stment securities 500 6,250 812 Sale of infrastructure, property, plant and equipment 973 1,168 290 Deferred debtors receipts 2 5 Payments: – Purchase of investment securities (2,597) (8,571) (40,933) Purchase of infrastructure, property, plant and equipment (22,210) (19,842) (39,831) Net cash provided (or used in) investing activities (23,332",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/griffith_fs2020_pages.json,9,annual_pair,"§Statement§ Original unaudited budget Actual Actual 2020 $ '000 Notes 2020 2019 Cash flows from operating activities Receipts: 30,809 Rates and annual charges 32,586 32,272 16,809 User charges and fees 14,744 20,215 1,376 Investment and interest revenue received 948 1,923 30,8",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/griffith_fs2020_pages.json,11,deferral,nt impact on operational costs including wages and salaries. Council has provided some rate payment deferral options and waiver of interest charges in line with the directives from the Office of Local Government however this has not materially affected Councils revenues and cash flow position and it is expected that there will be no long term ,Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/griffith_fs2020_pages.json,34,deferral," 3,670 – Accrued revenues – Interest on investments 95 – 94 – – Other income accruals 612 – 1,749 – Deferred debtors 2 4 2 6 Government grants and subsidies 364 – 364 – Net GST receivable 542 – 496 – Total 7,870 4 8,591 6 Less: provision of impairment User charges and fees (428) – (428) – Total provision for impairment – receivables (428) – (4",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/griffith_fs2020_pages.json,35,deferral,"ncome may be impacted in 2020/2021 due to State Government legislating that rate instalments can be deferred until 30 September 2020 and no interest can be charged for the first 6 months. The impact this may have is not able to be measured at this stage, however it is not expected to be significant. COVID-19 Griffith City Council Notes to the ",Search hit only; not a verified outcome or complete document series
outputs/experiment3_crowdout/sources/griffith_fs2020_pages.json,50,deferral,"t that it is probable that some or all of the facility will be drawn down. In this case, the fee is deferred until the drawdown occurs. To the extent that there is no evidence that it is probable that some or all of the facility will be drawn down, the fee is capitalised as a prepayment for liquidity services and amortised over the period of t",Search hit only; not a verified outcome or complete document series
