source_id,pdf_page,terms,review
richmond_plan2023,34,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,35,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,36,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,37,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,38,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,39,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,40,maintenance;budget;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,41,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,42,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,43,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,44,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,45,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,46,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,47,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,48,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,49,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,50,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,51,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,52,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,53,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,54,budget;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,55,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,56,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,57,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,58,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,59,budget;deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,60,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,61,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,62,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,63,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,64,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,65,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,66,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,67,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,68,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,69,budget;deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,70,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,71,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,72,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,73,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,74,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,75,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,76,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,77,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,78,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,79,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,80,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,81,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,82,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,83,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,84,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,85,budget;deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,86,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,87,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,88,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,89,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,90,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,91,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,92,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,93,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,94,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,95,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,96,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,97,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2023,98,maintenance;advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2019,13,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2019,22,reconstruction,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2019,24,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2019,33,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2019,41,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2019,49,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2019,54,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2019,57,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2019,59,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2019,61,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2019,63,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2019,64,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,4,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,7,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,12,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,19,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,30,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,40,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,43,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,46,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,47,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,48,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,49,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,51,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,54,postponed,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,55,postponed,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,63,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,67,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,70,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,71,maintenance;reconstruction,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,77,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,79,postponed,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,81,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,83,budget;restoration;postponed,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,84,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2020,85,maintenance;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2022,4,budget;reconstruction,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2022,13,maintenance;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2022,16,maintenance;reconstruction,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2022,19,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2022,21,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2022,23,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2022,26,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2022,28,postponed,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2022,29,budget;postponed,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2022,30,postponed,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2022,31,maintenance;budget;restoration;postponed,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_ar2022,32,maintenance;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,5,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,9,budget;deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,10,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,12,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,14,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,19,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,20,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,26,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,30,budget;advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,31,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,35,deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,39,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,40,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,41,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,42,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,45,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,48,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,50,deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,52,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,53,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,74,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,83,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,121,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,122,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,123,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
lismore_fs2022,124,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,3,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,4,budget;deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,5,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,6,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,7,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,8,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,9,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,10,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,11,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,12,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,13,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,14,maintenance;budget;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,15,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,16,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,17,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,18,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,19,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,20,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,21,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,22,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,23,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,24,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,25,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,26,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,27,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,28,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,29,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,30,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,31,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,32,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,33,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,34,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,35,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,36,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,37,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,38,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,39,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,40,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,41,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,42,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,43,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,44,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,45,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,46,budget;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,47,budget;deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,48,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,49,budget;deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,50,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,51,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,52,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,53,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,54,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,55,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,56,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,57,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,58,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,59,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,60,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,61,budget;deferred,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,62,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,63,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,64,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,65,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,66,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,67,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,68,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,69,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,70,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,71,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,72,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,73,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,74,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_plan2021,75,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2021,4,reconstruction;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2021,10,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2021,11,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2021,14,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2021,18,reconstruction;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2021,19,reconstruction,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2021,21,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2021,22,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2021,25,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2021,28,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2021,30,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2021,31,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_ar2021,32,maintenance;budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,4,restoration;advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,5,reconstruction,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,7,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,8,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,9,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,10,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,11,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,12,reconstruction;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,13,reconstruction,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,15,reconstruction,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,16,maintenance;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,17,maintenance;restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,18,restoration,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,20,advance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,23,reconstruction,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,24,maintenance,keyword screen; only curated evidence rows are close-reviewed transcriptions
richmond_recovery,25,budget,keyword screen; only curated evidence rows are close-reviewed transcriptions
