source_id,url,local_file,sha256,evidence_status,publication_date
snowy_nov2021_minutes,https://www.snowyvalleys.nsw.gov.au/files/assets/public/v/2/meeting-minutes-amp-agendas/council-meetings/20211118/20211118-signed-minutes-ordinary-council.pdf,Experiment 4/data/raw_extension/snowy_nov2021_minutes.pdf,8d15e7fbcc5e214f6a2d6ba7a50e45e53fc55586e1e0b753d4108e10da75e820,downloaded_Q1_page9_Q2_page8_image_verified_other_pages_text_or_OCR_screen_only,
snowy_halfyear_2021,https://www.snowyvalleys.nsw.gov.au/files/assets/public/meeting-minutes-amp-agendas/council-meetings/20220217/10.2-attachment-1-2021-22-operational-plan-half-yearly-progress-report.pdf,Experiment 4/data/raw_extension/snowy_halfyear_2021.pdf,90952fd131787fa9580a910f3580b237cc524fd0948bb68f2261f31f7db1a77c,downloaded_Q1_page9_Q2_page8_image_verified_other_pages_text_or_OCR_screen_only,
ballina_capital_june2021,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2021/220721-item-9-20-capital-expenditure-program-30-june-2021-review.pdf,Experiment 4/data/raw_extension/ballina_capital_june2021.pdf,f734ff4a1930200b213c0cfb1aff30c7514db1f78130a11a4cc55175b7b0c496,page1_image_verified_Open_Spaces_block,
ballina_july2021,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2021/220721-ordinary-agenda-22-july-2021.pdf,Experiment 4/data/raw_extension/ballina_july2021.pdf,52a5784bb55a63690680d816403cb29ba1b873f2ad9fbe01f7b709dfb217d60b,PDF161_printed155_basis_definition_text_verified,
snowy_original2021,https://www.snowyvalleys.nsw.gov.au/files/assets/public/reports-amp-strategies/202122-ipampr/20210617-2021-22-operational-and-capital-budget-resolution-m113-21-17-june-2021-council-meeting.pdf,Experiment 4/data/raw_extension/snowy_original2021.pdf,bd734eeae97fcfc9424ce353f25daecd87d3f65603b427437cf516fb9f22dd9c,PDF11_printed49_image_verified,
snowy_june2021_minutes,https://www.snowyvalleys.nsw.gov.au/files/assets/public/v/3/meeting-minutes-amp-agendas/council-meetings/20210617/20210617-signed-minutes-ordinary-council.pdf,Experiment 4/data/raw_extension/snowy_june2021_minutes.pdf,72dfc795cf1e0685a58948b489d890c2e0a9fb6c71ce4b2e9ec48fba433fb4b1,page3_OCR_verified_adoption_subject_to_feedback,
snowy_june2021_feedback,https://www.snowyvalleys.nsw.gov.au/files/assets/public/meeting-minutes-amp-agendas/council-meetings/20210617/10.1-attachment-1-ipr-feedback-summary.pdf,Experiment 4/data/raw_extension/snowy_june2021_feedback.pdf,45c11c6bcd2c9d9fab49b9f35d6ba6c12a43d9962e26f704b0faa7c1b3b843d7,downloaded_amendment_audit_pending,
ballina_capital_sept2020,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2020/221020-item-9_10-capital-expenditure-program-30-september-2020-review.pdf,Experiment 4/data/raw_extension/ballina_capital_sept2020.pdf,e265e5261ea8680e1ce46e7ef386869235baaf082b63f4f51eed42f95a363ad4,PDF1_image_verified_complete_Open_Spaces_block_subtotal,
ballina_capital_dec2020,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2021/280121-item-9_12-capital-expenditure-program-31-december-2020-review.pdf,Experiment 4/data/raw_extension/ballina_capital_dec2020.pdf,869b8eb7e3091769e24b72ae8e3627625c1607e287f161190323d81344f7b0b0,PDF1_image_verified_complete_Open_Spaces_block_subtotal,
ballina_capital_march2021,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2021/220421-item-9_10-capital-expenditure-program-31-march-2021-review.pdf,Experiment 4/data/raw_extension/ballina_capital_march2021.pdf,3125ea6f0fbc08108ca811ebce3906f038fa1bb8cb2586d7318047010f87a3de,PDF1_image_verified_complete_Open_Spaces_block_subtotal,
ballina_minutes_oct2020,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2020/ordinary-minutes-22-october-2020.pdf,Experiment 4/data/raw_extension/ballina_minutes_oct2020.pdf,b6a3587898277e3495765dd4d182828949d626a54a4f301002972e0b2fbc293c,resolution_text_verified;Q2_Q3_numeric_rows_image_verified,
ballina_minutes_jan2021,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2021/ordinary-minutes-28-january-2021.pdf,Experiment 4/data/raw_extension/ballina_minutes_jan2021.pdf,297eb5cbce79ab1557ccd949971e6e064fe2ff80e0c45d869888c8d7ef104b73,resolution_text_verified;Q2_Q3_numeric_rows_image_verified,
ballina_minutes_apr2021,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2021/ordinary-minutes-22-april-2021.pdf,Experiment 4/data/raw_extension/ballina_minutes_apr2021.pdf,9e9cd4589c32c434ef2f11d5d09b421dcdb50832f60f2335d9419d683c724d1d,resolution_text_verified;Q2_Q3_numeric_rows_image_verified,
ballina_original2020,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2020/item-94-delivery-program-and-operational-plan-adoption.pdf,Experiment 4/data/raw_extension/ballina_original2020.pdf,620185828e91bc6c97eedfc184024e5f111c2edcda00605afb6668a845719f60,adoption_supporting_attachments_not_full_original_plan,
ballina_june2020_minutes,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2020/ordinary-meeting-minutes-25-june-2020.pdf,Experiment 4/data/raw_extension/ballina_june2020_minutes.pdf,10c580063fb6921987ddee48656e140625b82e93c6fa83a6766b26c3d7073617,resolution250620_4_clauses1_18_text_verified,
ballina_june2020_agenda,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2020/ordinary-agenda-25-june-2020.pdf,Experiment 4/data/raw_extension/ballina_june2020_agenda.pdf,ecc66856ff785c425f29f0f3005192a6ab0c7d2abc47767e9ba4731406d1db81,adoption_report_table19_image_verified,
ballina_final_plan2020,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/council-documents/dp-op-2020_2024-final.pdf,Experiment 4/data/raw_extension/ballina_final_plan2020.pdf,5d19207411f689299d50536390367f41e549b8cdd9bfec80914f6f71e5dbd920,PDF45_original_open_spaces_allocations_visually_verified;final_plan_matches_June_amendments,
ballina_capital_june2020,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2020/230720-item-9_7-capital-expenditure-30-june-2020-review.pdf,Experiment 4/data/raw_extension/ballina_capital_june2020.pdf,54bb5fbc65c0fe23ba5619c544dec2a2c72c2e7243a682f898899d16bb186092,PDF1_selected_existing_reference_rows_image_verified_not_full_block,
ballina_capital_june2019,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2019/250719-item-9_10-capital-expenditur3-30-june-2019-review.pdf,Experiment 4/data/raw_extension/ballina_capital_june2019.pdf,cfb7170fe160ea5e4c81d141746160df0f3ae523a24536d35ef8793f465d4cf3,PDF1_selected_existing_reference_rows_image_verified_not_full_block,
ballina_final_plan2018,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/council-documents/2018_19-delivery-program-and-operational-plan-adopted-280618.pdf,Experiment 4/data/raw_extension/ballina_final_plan2018.pdf,e74d5f11e6a9cdb8a395538cee4b50117da8a4448f2b5c9542cc6583ac2aed78,PDF38_annual_column_visually_verified;adopted_version_listed_by_council_archive,
ballina_final_plan2019,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/council-documents/dp-op-2019_2023-adopted-version-web-resized.pdf,Experiment 4/data/raw_extension/ballina_final_plan2019.pdf,fe04688d4052aee319a14d4a8453726e9ab3f5e29e8ceff63189a1e72e4387ee,PDF48_annual_column_visually_verified;adopted_version_listed_by_council_archive,
ballina_ar2018,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/council-documents/annual-report-2017_2018.pdf,Experiment 4/data/raw_extension/ballina_ar2018.pdf,28b206b25599693a3e8ffc493e88a7dc1da2da00f723e9082c1c729744a886a9,PDF173_visual_verified_skate_row_and_duplicate_reference,
ballina_june2017_minutes,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2017/22-june-2017/2ordinary_minutes_22_june_2017.pdf,Experiment 4/data/raw_extension/ballina_june2017_minutes.pdf,9df5327b6e7c570eaa090c010e3d8fcb0fb93a1cd1cce1a7d3bbc17b1fd86f81,PDF8_resolution220617_9_adopts_plan_with_amendments,
ballina_june2017_agenda,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2017/22-june-2017/220617_ordinary_agenda_22_june_2017.pdf,Experiment 4/data/raw_extension/ballina_june2017_agenda.pdf,f850058a2073941e6b77d5c7b22b3321b48cc60ba3741d923e77bfb534db8aab,adoption_report_located_original_exhibited_plan_not_reproduced,
v2_exposure_overlap_screen,,Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,3d36bcd60785b27e440f2e2fc0dbd0e3e7daac2e681c5ff147c41335aa587eca,inherited_candidate_panel_not_recertified,
supplied_drfa_20260811,,Experiment 4/data/raw_extension/drfa_activation_history_by_location_2026_august_11.csv,6b2bebc520bb32741bc44c296c28f9830b1deacfa1e6b71bedb1ab41c2a88201,user_supplied_activation_register_snapshot_provenance_not_independently_recertified,
ballina_nov2020_agenda,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2020/261120-ordinary-agenda-26-november-2020.pdf,Experiment 4/data/raw_extension/ballina_nov2020_agenda.pdf,76fa2a85d6bf2ba9c6c94e745b678c6cef250f0750a91c156fa33c0a14a6f931,public_exhibition_and_adoption_text_verified,
ballina_nov2020_minutes,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2020/ordinary-minutes-26-november-2020.pdf,Experiment 4/data/raw_extension/ballina_nov2020_minutes.pdf,70e7c7feb57d310b12631f7c15a7f9c7628de4739dba589edefecd7ddefe9da6,public_exhibition_and_adoption_text_verified,
ballina_ar201920,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/council-documents/annual-report-2019_2020_web-version.pdf,Experiment 4/data/raw_extension/ballina_ar201920.pdf,0d26bdcc06563a878bd9d26176a94e61b2a5d33254dde5e57c42a93422ef87e2,PDF267_printed89_note28a_image_verified,
ballina_oct2020_statements,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2020/221020-item-9_8-attachment-3-draft-annual-financial-statements.pdf,Experiment 4/data/raw_extension/ballina_oct2020_statements.pdf,52a27a61cf12b26298f651dbfc60f8851a1378726d2c41a19651f1b44b887d89,PDF98_note28a_image_verified_matches_annual_report_five_ratios,
richmondvalley_ar202324,https://richmondvalley.nsw.gov.au/wp-content/uploads/2024/11/RVC-Annual-Report-2023-2024.pdf,Experiment 4/data/raw_extension/richmondvalley_ar202324.pdf,cdcd87ce9c5b2caa3415b86b0cb6e1c07f772ac0acf7d42c58ef9f1cd1d569b4,PDF19_printed34_text_verified_distinct_road_scopes,
richmond_naughtons_aug2024,https://richmondvalley.nsw.gov.au/wp-content/uploads/2024/08/Agenda-of-Extraordinary-Council-Meeting-Tuesday-6-August-2024.pdf,Experiment 4/data/raw_extension/richmond_naughtons_aug2024.pdf,78bf969837a077ccac9030dd8e850ba89623e45ba0198ad11ff007bb882648e5,PDF10_printed9_text_verified_scope_completion,
richmond_q1_202223,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2022.pdf,Experiment 4/data/raw_extension/richmond_q1_202223.pdf,d5c147989e2b7dcb29dc461b1de65fd8914ef1726cd6e36f37e1f5e1631e0bf5,PDF14_printed12_capital_variation_image_verified,
griffith_aug2020,https://businesspapers.griffith.nsw.gov.au/RedirectToDoc.aspx?URL=Open/2020/08/CO_25082020_AGN_1273_AT.PDF,Experiment 4/data/raw_extension/griffith_aug2020.pdf,c28f22cc0cde0eae85af7c3db1fcc80585949a325c4d787ec9b740684085f3e3,PDF66_67_named_progress_text_verified,
griffith_aug2020_excluded,https://businesspapers.griffith.nsw.gov.au/RedirectToDoc.aspx?URL=Open/2020/08/CO_25082020_ATT_1273_EXCLUDED.PDF,Experiment 4/data/raw_extension/griffith_aug2020_excluded.pdf,d1d3ad89e35413b2b67ce5dc9bcf5b1e62889f60efd347e45462f576abaa28e3,downloaded_separate_cover1_not_relevant_Q4_bundle,
griffith_aug2020_plans,https://businesspapers.griffith.nsw.gov.au/RedirectToDoc.aspx?URL=Open/2020/08/CO_25082020_ATT_1273_PLANS.PDF,Experiment 4/data/raw_extension/griffith_aug2020_plans.pdf,a436dca4abb78a3851884a4cd0118b6b71d9a04c47f81224815d00f7306d2bcc,PDF2_contents_Q4_at120_to228;scanned_report_requires_OCR,
griffith_june2019_agenda,https://businesspapers.griffith.nsw.gov.au/RedirectToDoc.aspx?URL=Open/2019/06/CO_25062019_AGN_1070_AT.PDF,Experiment 4/data/raw_extension/griffith_june2019_agenda.pdf,645f855a4bb5cc67d3ca618129367acb90995c1fd9c8dbbcf4db1dc4bb484ef2,PDF9_embedded_June11_minutes_resolution19_183,
griffith_june11_2019_agenda,https://businesspapers.griffith.nsw.gov.au/RedirectToDoc.aspx?URL=Open/2019/06/CO_11062019_AGN_1069_AT.PDF,Experiment 4/data/raw_extension/griffith_june11_2019_agenda.pdf,9ef51181cbf5276e17c9eaf9019c38eee8ea8b99928e89ba83adb8f1f34c929e,PDF15_attachment_inventory_and_public_exhibition_dates,
griffith_june11_2019_attachments,https://businesspapers.griffith.nsw.gov.au/RedirectToDoc.aspx?URL=Open/2019/06/CO_11062019_ATT_1069_EXCLUDED.PDF,Experiment 4/data/raw_extension/griffith_june11_2019_attachments.pdf,b480bc95d681ecc516438c1ad6ef649c163e164ef23d8b0648022e864b739d0c,PDF2_contents_LTFP3_plan25_submissions308_numeric_extraction_pending,
griffith_q2_2020,https://businesspapers.griffith.nsw.gov.au/Open/2020/02/CO_25022020_ATT_1261_EXCLUDED.PDF,Experiment 4/data/raw_extension/griffith_q2_2020.pdf,2caea2b59fc55ef515f9fc2b64f1530307e311d6832c2ad72e9420f712ffb03e,PDF2_inventory;PDF5_program_totals_and_PDF18_fund_capital_statement_visually_verified;PDF5_17_OCR_screened,
griffith_assetplan2022,https://www.griffith.nsw.gov.au/files/sharedassets/public/v/1/cm-documents/asset-management-plan-2022-2032-adopted-28-jun-2022.pdf,Experiment 4/data/raw_extension/griffith_assetplan2022.pdf,f6608a57ea53ec5026449ac79b0d8e4b88ca48aebf547359843cb05ecfa17cc0,PDF69_73_amounts_visually_verified;PDF66_71_section_headers_and_years_text_verified,
ballina_2017_q1,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2017/26-oct-2017/261017_item_10_8_capital_expenditure_program_30_september_2017_review.pdf,Experiment 4/data/raw_extension/ballina_2017_q1.pdf,ca608af09b367976b36600402ffe706d7805483363a4854cb5d6e0c948f6037e,PDF1_Open_Spaces_named_skate_row_image_verified,
ballina_2017_q2,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2018/25-jan-2018/ordinary/250118_item_10_9_capital_expenditure_program_-_31_december_2017_review.pdf,Experiment 4/data/raw_extension/ballina_2017_q2.pdf,9f7143c1de1c6f27a8f6acbf936f248224c764dd3bc33fbaf2e6d9db099ab782,PDF1_Open_Spaces_named_skate_row_image_verified,
ballina_2017_q3,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2018/26-apr-2018/ordinary/260418_item_10_5_capital_expenditure_program_-_31_march_2018_review.pdf,Experiment 4/data/raw_extension/ballina_2017_q3.pdf,d4e39d86a54b9414fec91464ac3a6f201b4d98286d714373c0ebdf9ba88b605e,Q3_attachment_PDF1_image_verified;minutes_PDF9_and_agenda_PDF72_76_text_checked,
ballina_apr2018_minutes,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2018/26-apr-2018/ordinary/ordinary_minutes_26_april_2018.pdf,Experiment 4/data/raw_extension/ballina_apr2018_minutes.pdf,dd0617a6ecb224fd76cdf8c24db3fdb4788d105fabda416ddefcb681835f7926,Q3_attachment_PDF1_image_verified;minutes_PDF9_and_agenda_PDF72_76_text_checked,
ballina_apr2018_agenda,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2018/26-apr-2018/ordinary/260418_ordinary_agenda_26_april_2018.pdf,Experiment 4/data/raw_extension/ballina_apr2018_agenda.pdf,1ad32a6f6248fd899203c25d9dd28d922b6a1c4b253982034b034d995e153438,Q3_attachment_PDF1_image_verified;minutes_PDF9_and_agenda_PDF72_76_text_checked,
ballina_oct2017_minutes,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2017/26-oct-2017/ordinary_minutes_26_october_2017.pdf,Experiment 4/data/raw_extension/ballina_oct2017_minutes.pdf,7fa1a18e9acf104843bcd3b8f374bbc0e337af47817ce37f880ec1f68d11ec8c,review_resolution_notes_report_and_approves_listed_other_amendments,
ballina_jan2018_minutes,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2018/25-jan-2018/ordinary/ordinary_minutes_25_january_2018.pdf,Experiment 4/data/raw_extension/ballina_jan2018_minutes.pdf,b674bbb3a5748783e20e38a571d92266ed46a65865b09305fbafaaf7ded3621d,review_resolution_notes_report_and_approves_listed_other_amendments,
ballina_may2020_minutes_scope,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2020/ordinary-minutes-28-april-2020.pdf,Experiment 4/data/raw_extension/ballina_may2020_minutes_scope.pdf,6f083a09219ae1f52b08df24acd0c6c2554d0d47c7994e632b06c7b9375a9783,PDF3_content_date28May2020_resolution280520_3;URL_month_mislabelled,
