record_id,council,fiscal_year,evidence_date,measurement_date,publication_or_adoption_date,project_ref,project_name,stage,record_type,field_group,field_name,scope,value_text,reason,budget_basis,original_or_current_budget_aud,carry_forward_aud,variation_aud,revised_budget_aud,actual_aud,committed_aud,actual_plus_committed_aud,capacity_metric,capacity_value,capacity_unit,capacity_scope,planning_application,site_or_address,funding_source,ordinary_recovery_classification,disaster_causation_status,damage_access_status,source_type,evidence_quality,verification_status,certification_effect,model_ready,source_title,source_url,source_locator,notes
BAL-033,Ballina Shire Council,2019-20,2020-01-23,,2020-01-23,,Ocean Breeze Reserve Amenities,Q2,budget_revision,event_period_revision,Q2_revision,,Current=90000; revised=0; variation=-90000,Deferred.,December 2019 capital expenditure review,90000,,-90000,0,,,,,,,,,,,ordinary_candidate_or_nonrecovery_capital,contemporaneous_with_Black_Summer_but_reason_not_project_causally_linked,unverified,official_council_agenda,official_primary_source,public_source_verified,decision_confirmed_not_causation,NO,Ballina capital expenditure review - 31 December 2019,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2020/ordinary-meeting-agenda-23-january-2020.pdf,Item 9.9 / project adjustment table,
BAL-034,Ballina Shire Council,2019-20,2020-01-23,,2020-01-23,,Ross Park,Q2,budget_revision,event_period_revision,Q2_revision,,Current=25000; revised=0; variation=-25000,Deferred.,December 2019 capital expenditure review,25000,,-25000,0,,,,,,,,,,,ordinary_candidate_or_nonrecovery_capital,contemporaneous_with_Black_Summer_but_reason_not_project_causally_linked,unverified,official_council_agenda,official_primary_source,public_source_verified,decision_confirmed_not_causation,NO,Ballina capital expenditure review - 31 December 2019,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2020/ordinary-meeting-agenda-23-january-2020.pdf,Item 9.9 / project adjustment table,
BAL-035,Ballina Shire Council,2019-20,2020-01-23,,2020-01-23,,Pop Denison Park Upgrade,Q2,budget_revision,event_period_revision,Q2_revision,,Current=845000; revised=100000; variation=-745000,Deferred/rephased.,December 2019 capital expenditure review,845000,,-745000,100000,,,,,,,,,,,ordinary_candidate_or_nonrecovery_capital,contemporaneous_with_Black_Summer_but_reason_not_project_causally_linked,unverified,official_council_agenda,official_primary_source,public_source_verified,decision_confirmed_not_causation,NO,Ballina capital expenditure review - 31 December 2019,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2020/ordinary-meeting-agenda-23-january-2020.pdf,Item 9.9 / project adjustment table,
BAL-036,Ballina Shire Council,2019-20,2020-01-23,,2020-01-23,,Airport Terminal Works,Q2,budget_revision,event_period_revision,Q2_revision,,Current=1491700; revised=1050000; variation=-441700,Savings / revision.,December 2019 capital expenditure review,1491700,,-441700,1050000,,,,,,,,,,,ordinary_candidate_or_nonrecovery_capital,contemporaneous_with_Black_Summer_but_reason_not_project_causally_linked,unverified,official_council_agenda,official_primary_source,public_source_verified,decision_confirmed_not_causation,NO,Ballina capital expenditure review - 31 December 2019,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2020/ordinary-meeting-agenda-23-january-2020.pdf,Item 9.9 / project adjustment table,
BAL-037,Ballina Shire Council,2019-20,2020-01-23,,2020-01-23,,Airport Baggage Handling,Q2,budget_revision,event_period_revision,Q2_revision,,Current=250000; revised=125000; variation=-125000,Revision.,December 2019 capital expenditure review,250000,,-125000,125000,,,,,,,,,,,ordinary_candidate_or_nonrecovery_capital,contemporaneous_with_Black_Summer_but_reason_not_project_causally_linked,unverified,official_council_agenda,official_primary_source,public_source_verified,decision_confirmed_not_causation,NO,Ballina capital expenditure review - 31 December 2019,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/agenda-and-minutes/2020/ordinary-meeting-agenda-23-january-2020.pdf,Item 9.9 / project adjustment table,
BAL-012,Ballina Shire Council,2020-21,2021-06-30,,,2160,Wollongbar Skate Park,,annual_capital_row,accounting,year_end_with_commitments,,"Original estimate 400,000; carry forward 40,000; estimate 440,000; expended 352,000; expended plus committed 366,300.",,original annual estimate,400000,40000,,440000,352000,,366300,,,,,,,,ordinary_candidate,no_disaster_reason_stated,,,official_annual_report,carried_forward_from_first_public_source_pass,shows_expended_and_commitments_are_distinct,NO,Ballina Shire Council Annual Report 2020-21,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/council-documents/annual-report-2020-21-reduced-size.pdf,Capital Expenditure - Open Spaces row 2160,Earlier annual-report tables do not expose this separate 'Plus Committed' field in the same way; cross-year accounting needs reconciliation.
BAL-015,Ballina Shire Council,2020-21,2021-06-30,,,6532,Wollongbar District Park,,annual_capital_row,accounting,year_end_with_commitments,,"Original estimate 952,000; carry forward 21,000; approved variations -70,000; estimate 903,000; expended 234,500; expended plus committed 1,340,500.",,original annual estimate,952000,21000,-70000,903000,234500,,1340500,,,,,2020/23,"93 Rifle Range Road / 55 Avalon Avenue, Wollongbar",,ordinary_candidate,no_disaster_reason_stated,,,official_annual_report,carried_forward_from_first_public_source_pass,accounting_reconciliation_required,NO,Ballina Shire Council Annual Report 2020-21,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/council-documents/annual-report-2020-21-reduced-size.pdf,Capital Expenditure - Open Spaces row 6532,"Expended plus committed exceeds the 2020/21 estimate, so year-end actual alone is not a complete measure of project obligations."
BAL-040,Ballina Shire Council,2020-21,,,,,,,accounting_definition,accounting_comparability,plus_committed,capital expenditure table,2020/21 report separately shows cash expended and 'Plus Committed' (actual cash plus purchase orders raised).,,,,,,,,,,,,,,,,,,,,official_annual_report,official_primary_source,public_source_verified,requires_reconciliation_before_cross_year_actual_comparison,NO,Ballina Shire Council Annual Report 2020-21,https://www.ballina.nsw.gov.au/files/assets/public/v/1/council/documents/council-documents/annual-report-2020-21-reduced-size.pdf,Capital expenditure table headers,
EUR-039,Eurobodalla Shire Council,,,,,,,,source_availability,pre_event_history,full_quarterly_archive_2016_17_to_2019_20,,"Council's public performance archive exposes September, December and March QBRs for 2016/17, 2017/18, 2018/19 and 2019/20.",,,,,,,,,,,,,,,,,,,,official_archive,official_primary_source,verified,source_availability_no_longer_blocker_for_Eurobodalla,NO,Eurobodalla Performance Reporting,https://www.esc.nsw.gov.au/council/plans-and-reporting/performance-reporting,Quarterly budget reports archive,
EUR-017,Eurobodalla Shire Council,2016-17,,,,,Stormwater works to be determined,,project_annual_chain,pre_event_fixed_scope_examples,stormwater_original_revision_actual,stormwater capital project line,Original=260000; revised=0; net revision=-260000; actual=0,Funding reallocated within works program.,,260000,,-260000,0,0,,,,,,,,,,ordinary_stormwater,pre_Black_Summer_non_disaster,not_applicable_pre_event,official_annual_report,official_primary_source,verified,same_scope_original_revision_actual_example_but_no_quarter_by_quarter_ID_chain,NO,Eurobodalla Annual Report 2016-17,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0005/150458/Annual-Report-2016-17.pdf,"Stormwater Levy, p.82",
EUR-018,Eurobodalla Shire Council,2016-17,,,,,Stormwater works undertaken with urban roads,,project_annual_chain,pre_event_fixed_scope_examples,stormwater_original_revision_actual,stormwater capital project line,Original=274000; revised=0; net revision=-274000; actual=0,Funding reallocated within works program.,,274000,,-274000,0,0,,,,,,,,,,ordinary_stormwater,pre_Black_Summer_non_disaster,not_applicable_pre_event,official_annual_report,official_primary_source,verified,same_scope_original_revision_actual_example_but_no_quarter_by_quarter_ID_chain,NO,Eurobodalla Annual Report 2016-17,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0005/150458/Annual-Report-2016-17.pdf,"Stormwater Levy, p.82",
EUR-019,Eurobodalla Shire Council,2016-17,,,,,"Island View Road, Tuross",,project_annual_chain,pre_event_fixed_scope_examples,stormwater_original_revision_actual,stormwater capital project line,Original=0; revised=135807; net revision=135807; actual=137631,"5,807 prior-year revote + 130,000 quarterly addition.",,0,,135807,135807,137631,,,,,,,,,,ordinary_stormwater,pre_Black_Summer_non_disaster,not_applicable_pre_event,official_annual_report,official_primary_source,verified,same_scope_original_revision_actual_example_but_no_quarter_by_quarter_ID_chain,NO,Eurobodalla Annual Report 2016-17,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0005/150458/Annual-Report-2016-17.pdf,"Stormwater Levy, p.82",
EUR-020,Eurobodalla Shire Council,2016-17,,,,,"Bay Lane, Narooma",,project_annual_chain,pre_event_fixed_scope_examples,stormwater_original_revision_actual,stormwater capital project line,Original=0; revised=27457; net revision=27457; actual=26418,"80,000 quarterly addition then 52,543 revoted to next year.",,0,,27457,27457,26418,,,,,,,,,,ordinary_stormwater,pre_Black_Summer_non_disaster,not_applicable_pre_event,official_annual_report,official_primary_source,verified,same_scope_original_revision_actual_example_but_no_quarter_by_quarter_ID_chain,NO,Eurobodalla Annual Report 2016-17,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0005/150458/Annual-Report-2016-17.pdf,"Stormwater Levy, p.82",
EUR-021,Eurobodalla Shire Council,2016-17,,,,,Urban stormwater renewal,,project_annual_chain,pre_event_fixed_scope_examples,stormwater_original_revision_actual,stormwater capital project line,Original=150000; revised=61910; net revision=-88090; actual=61910,Ordinary stormwater renewal line.,,150000,,-88090,61910,61910,,,,,,,,,,ordinary_stormwater,pre_Black_Summer_non_disaster,not_applicable_pre_event,official_annual_report,official_primary_source,verified,same_scope_original_revision_actual_example_but_no_quarter_by_quarter_ID_chain,NO,Eurobodalla Annual Report 2016-17,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0005/150458/Annual-Report-2016-17.pdf,"Stormwater Levy, p.82",
EUR-022,Eurobodalla Shire Council,2016-17,,,,,,,service_annual_chain,pre_event_revision_baseline,stormwater_total,stormwater levy/service,"Original expenditure 913,000; prior-year revotes 144,120; quarterly changes +8,774; revotes to 2017/18 -63,473; revised 1,013,828; actual 1,026,326.",,,913000,144120,8774,1013828,1026326,,,,,,,,,,ordinary_stormwater,pre_Black_Summer_non_disaster,,official_annual_report,official_primary_source,verified,strong_pre_event_same_service_annual_reconciliation,NO,Eurobodalla Annual Report 2016-17,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0005/150458/Annual-Report-2016-17.pdf,"Stormwater Levy, p.82",
EUR-023,Eurobodalla Shire Council,2017-18,,,,,Commercial Entities,,service_annual_budget_actual,pre_event_revision_baseline,original_vs_actual,capital expenditure service,Original=3783000; actual=1389000; variance=-2394000,,,3783000,,-2394000,,1389000,,,,,,,,,,mixed_service_capital,pre_Black_Summer_non_disaster,,official_annual_report,official_primary_source,verified,pre_event_service_baseline_not_project_fixed_portfolio,NO,Eurobodalla Annual Report 2017-18,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0008/153818/2017-18-ANNUAL-REPORT-1.pdf,"Capital works, p.36",
EUR-024,Eurobodalla Shire Council,2017-18,,,,,Community and Cultural Development,,service_annual_budget_actual,pre_event_revision_baseline,original_vs_actual,capital expenditure service,Original=1300000; actual=130000; variance=-1170000,,,1300000,,-1170000,,130000,,,,,,,,,,mixed_service_capital,pre_Black_Summer_non_disaster,,official_annual_report,official_primary_source,verified,pre_event_service_baseline_not_project_fixed_portfolio,NO,Eurobodalla Annual Report 2017-18,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0008/153818/2017-18-ANNUAL-REPORT-1.pdf,"Capital works, p.36",
EUR-025,Eurobodalla Shire Council,2017-18,,,,,Recreation,,service_annual_budget_actual,pre_event_revision_baseline,original_vs_actual,capital expenditure service,Original=4061000; actual=2302000; variance=-1759000,,,4061000,,-1759000,,2302000,,,,,,,,,,mixed_service_capital,pre_Black_Summer_non_disaster,,official_annual_report,official_primary_source,verified,pre_event_service_baseline_not_project_fixed_portfolio,NO,Eurobodalla Annual Report 2017-18,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0008/153818/2017-18-ANNUAL-REPORT-1.pdf,"Capital works, p.36",
EUR-026,Eurobodalla Shire Council,2017-18,,,,,Stormwater,,service_annual_budget_actual,pre_event_revision_baseline,original_vs_actual,capital expenditure service,Original=707000; actual=521000; variance=-186000,,,707000,,-186000,,521000,,,,,,,,,,mixed_service_capital,pre_Black_Summer_non_disaster,,official_annual_report,official_primary_source,verified,pre_event_service_baseline_not_project_fixed_portfolio,NO,Eurobodalla Annual Report 2017-18,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0008/153818/2017-18-ANNUAL-REPORT-1.pdf,"Capital works, p.36",
EUR-027,Eurobodalla Shire Council,2017-18,,,,,Transport,,service_annual_budget_actual,pre_event_revision_baseline,original_vs_actual,capital expenditure service,Original=16602000; actual=20259000; variance=3657000,,,16602000,,3657000,,20259000,,,,,,,,,,mixed_service_capital,pre_Black_Summer_non_disaster,,official_annual_report,official_primary_source,verified,pre_event_service_baseline_not_project_fixed_portfolio,NO,Eurobodalla Annual Report 2017-18,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0008/153818/2017-18-ANNUAL-REPORT-1.pdf,"Capital works, p.36",
EUR-028,Eurobodalla Shire Council,2017-18,,,,,,,annual_capital_total,pre_event_revision_baseline,original_vs_actual_total_capital,all capital works,"Original capital 54,938,000; actual 53,363,000; variance -1,581,000. Council attributes the underspend to timing of transport projects, bridge renewals and deferrals at Moruya Airport and Basil Sellers Exhibition Centre.",,,54938000,,-1581000,,53363000,,,,,,,,,,mixed_capital_program,pre_Black_Summer_non_disaster,,official_annual_report,official_primary_source,verified,strong_non_disaster_aggregate_underspend_baseline,NO,Eurobodalla Annual Report 2017-18,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0008/153818/2017-18-ANNUAL-REPORT-1.pdf,"Capital works, pp.35-36",
EUR-001,Eurobodalla Shire Council,2017-18 to 2020-21,2026-09-19,,,,,,source_availability,quarterly_budget_history,Q1/Q2/Q3 reviews,,"Official performance archive lists September, December and March quarterly budget reviews for 2017/18, 2018/19, 2019/20 and 2020/21, plus annual reports.",,,,,,,,,,,,,,,,,,,,,official_archive,carried_forward_from_first_public_source_pass,strong_target_for_three_pre_event_year_reconstruction,NO,Eurobodalla Council - Performance reporting,https://www.esc.nsw.gov.au/council/plans-and-reporting/performance-reporting,Archive / Quarterly Budget Reviews,
EUR-006,Eurobodalla Shire Council,2018-19,2019-05-28,,,,Airport grant timing,Q3,budget_revision_or_carryover,pre_event_revision_baseline,March_2019_adjustment,capital program/service line,Adjustment/carry-forward=2628949,carry-forward / grant timing,,,,2628949,,,,,,,,,,,,ordinary_candidate_or_program,pre_Black_Summer,not_applicable_pre_event,official_qbr,official_primary_source,public_source_verified,establishes_pre_event_revision_pattern,NO,Eurobodalla Quarterly Budget Review - March 2019,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0018/160416/Quarterly-Budget-Review-attachment.pdf,Consolidated capital program / carry-forward adjustments,
EUR-007,Eurobodalla Shire Council,2018-19,2019-05-28,,,,Eurobodalla Regional Botanic Garden,Q3,budget_revision_or_carryover,pre_event_revision_baseline,March_2019_adjustment,capital program/service line,Adjustment/carry-forward=1188001,carry-forward,,,,1188001,,,,,,,,,,,,ordinary_candidate_or_program,pre_Black_Summer,not_applicable_pre_event,official_qbr,official_primary_source,public_source_verified,establishes_pre_event_revision_pattern,NO,Eurobodalla Quarterly Budget Review - March 2019,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0018/160416/Quarterly-Budget-Review-attachment.pdf,Consolidated capital program / carry-forward adjustments,
EUR-008,Eurobodalla Shire Council,2018-19,2019-05-28,,,,Garlandtown Bridge,Q3,budget_revision_or_carryover,pre_event_revision_baseline,March_2019_adjustment,capital program/service line,Adjustment/carry-forward=600000,carry-forward,,,,600000,,,,,,,,,,,,ordinary_candidate_or_program,pre_Black_Summer,not_applicable_pre_event,official_qbr,official_primary_source,public_source_verified,establishes_pre_event_revision_pattern,NO,Eurobodalla Quarterly Budget Review - March 2019,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0018/160416/Quarterly-Budget-Review-attachment.pdf,Consolidated capital program / carry-forward adjustments,
EUR-009,Eurobodalla Shire Council,2018-19,2019-05-28,,,,Local urban sealed roads,Q3,budget_revision_or_carryover,pre_event_revision_baseline,March_2019_adjustment,capital program/service line,Adjustment/carry-forward=1000000,carry-forward,,,,1000000,,,,,,,,,,,,ordinary_candidate_or_program,pre_Black_Summer,not_applicable_pre_event,official_qbr,official_primary_source,public_source_verified,establishes_pre_event_revision_pattern,NO,Eurobodalla Quarterly Budget Review - March 2019,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0018/160416/Quarterly-Budget-Review-attachment.pdf,Consolidated capital program / carry-forward adjustments,
EUR-010,Eurobodalla Shire Council,2018-19,2019-05-28,,,,Strategic Development Planning,Q3,budget_revision_or_carryover,pre_event_revision_baseline,March_2019_adjustment,capital program/service line,Adjustment/carry-forward=-4000000,downward revision / rephasing,,,,-4000000,,,,,,,,,,,,ordinary_candidate_or_program,pre_Black_Summer,not_applicable_pre_event,official_qbr,official_primary_source,public_source_verified,establishes_pre_event_revision_pattern,NO,Eurobodalla Quarterly Budget Review - March 2019,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0018/160416/Quarterly-Budget-Review-attachment.pdf,Consolidated capital program / carry-forward adjustments,
EUR-011,Eurobodalla Shire Council,2018-19,,2019-06-30,2019-11-26,,,,capacity_metric,pre_event_capacity,operating_performance_ratio,,operating_performance_ratio=3.43 percent,,,,,,,,,,operating_performance_ratio,3.43,percent,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,public_source_verified,candidate_pre_event_predictor,NO,Eurobodalla 2018-19 financial statements / council presentation,https://www.esc.nsw.gov.au/council/meetings/2019-council-meetings,26 November 2019 meeting: financial statements / annual report,
EUR-012,Eurobodalla Shire Council,2018-19,,2019-06-30,2019-11-26,,,,capacity_metric,pre_event_capacity,own_source_operating_revenue_ratio,,own_source_operating_revenue_ratio=68.23 percent,,,,,,,,,,own_source_operating_revenue_ratio,68.23,percent,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,public_source_verified,candidate_pre_event_predictor,NO,Eurobodalla 2018-19 financial statements / council presentation,https://www.esc.nsw.gov.au/council/meetings/2019-council-meetings,26 November 2019 meeting: financial statements / annual report,
EUR-013,Eurobodalla Shire Council,2018-19,,2019-06-30,2019-11-26,,,,capacity_metric,pre_event_capacity,unrestricted_current_ratio,,unrestricted_current_ratio=1.96 times,,,,,,,,,,unrestricted_current_ratio,1.96,times,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,public_source_verified,candidate_pre_event_predictor,NO,Eurobodalla 2018-19 financial statements / council presentation,https://www.esc.nsw.gov.au/council/meetings/2019-council-meetings,26 November 2019 meeting: financial statements / annual report,
EUR-014,Eurobodalla Shire Council,2018-19,,2019-06-30,2019-11-26,,,,capacity_metric,pre_event_capacity,debt_service_cover_ratio,,debt_service_cover_ratio=3.37 times,,,,,,,,,,debt_service_cover_ratio,3.37,times,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,public_source_verified,candidate_pre_event_predictor,NO,Eurobodalla 2018-19 financial statements / council presentation,https://www.esc.nsw.gov.au/council/meetings/2019-council-meetings,26 November 2019 meeting: financial statements / annual report,
EUR-015,Eurobodalla Shire Council,2018-19,,2019-06-30,2019-11-26,,,,capacity_metric,pre_event_capacity,cash_expense_cover_ratio,,cash_expense_cover_ratio=14.07 months,,,,,,,,,,cash_expense_cover_ratio,14.07,months,whole-council audited financial statements,,,,,,,audited_financial_statements,official_audited_source,public_source_verified,candidate_pre_event_predictor,NO,Eurobodalla 2018-19 financial statements / council presentation,https://www.esc.nsw.gov.au/council/meetings/2019-council-meetings,26 November 2019 meeting: financial statements / annual report,
EUR-016,Eurobodalla Shire Council,2018-19,2019-11-26,2019-06-30,2019-11-26,,,,capacity_publication_timing,capacity_timing,financial_statement_availability,,2018/19 financial statements and annual report were on the 26 Nov 2019 Council meeting agenda.,,,,,,,,,,,,,,,,,,,,official_council_meeting_archive,official_primary_source,public_source_verified,public_by_Currowan_ignition_date_but_not_before_earlier_budget_adoption,NO,Eurobodalla 2019 Council meetings,https://www.esc.nsw.gov.au/council/meetings/2019-council-meetings,26 November 2019,
EUR-029,Eurobodalla Shire Council,2018-19,,,,,Commercial Entities,,service_annual_budget_actual,pre_event_revision_baseline,original_vs_actual,capital expenditure service,Original=8072000; actual=5656000; variance=-2416000,,,8072000,,-2416000,,5656000,,,,,,,,,,mixed_service_capital,pre_Black_Summer_non_disaster,,official_annual_report,official_primary_source,verified,pre_event_service_baseline_not_project_fixed_portfolio,NO,Eurobodalla Annual Report 2018-19,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0004/157972/ESC-2018-19-ANNUAL-REPORT.pdf,"Capital works, p.36",
EUR-030,Eurobodalla Shire Council,2018-19,,,,,Recreation,,service_annual_budget_actual,pre_event_revision_baseline,original_vs_actual,capital expenditure service,Original=3190000; actual=2362000; variance=-828000,,,3190000,,-828000,,2362000,,,,,,,,,,mixed_service_capital,pre_Black_Summer_non_disaster,,official_annual_report,official_primary_source,verified,pre_event_service_baseline_not_project_fixed_portfolio,NO,Eurobodalla Annual Report 2018-19,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0004/157972/ESC-2018-19-ANNUAL-REPORT.pdf,"Capital works, p.36",
EUR-031,Eurobodalla Shire Council,2018-19,,,,,Stormwater,,service_annual_budget_actual,pre_event_revision_baseline,original_vs_actual,capital expenditure service,Original=723000; actual=799000; variance=76000,,,723000,,76000,,799000,,,,,,,,,,mixed_service_capital,pre_Black_Summer_non_disaster,,official_annual_report,official_primary_source,verified,pre_event_service_baseline_not_project_fixed_portfolio,NO,Eurobodalla Annual Report 2018-19,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0004/157972/ESC-2018-19-ANNUAL-REPORT.pdf,"Capital works, p.36",
EUR-032,Eurobodalla Shire Council,2018-19,,,,,Transport,,service_annual_budget_actual,pre_event_revision_baseline,original_vs_actual,capital expenditure service,Original=17758000; actual=18678000; variance=920000,,,17758000,,920000,,18678000,,,,,,,,,,mixed_service_capital,pre_Black_Summer_non_disaster,,official_annual_report,official_primary_source,verified,pre_event_service_baseline_not_project_fixed_portfolio,NO,Eurobodalla Annual Report 2018-19,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0004/157972/ESC-2018-19-ANNUAL-REPORT.pdf,"Capital works, p.36",
EUR-033,Eurobodalla Shire Council,2018-19,,,,,Sewer Services,,service_annual_budget_actual,pre_event_revision_baseline,original_vs_actual,capital expenditure service,Original=12460000; actual=8010000; variance=-4450000,,,12460000,,-4450000,,8010000,,,,,,,,,,mixed_service_capital,pre_Black_Summer_non_disaster,,official_annual_report,official_primary_source,verified,pre_event_service_baseline_not_project_fixed_portfolio,NO,Eurobodalla Annual Report 2018-19,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0004/157972/ESC-2018-19-ANNUAL-REPORT.pdf,"Capital works, p.36",
EUR-034,Eurobodalla Shire Council,2018-19,,,,,Water Services,,service_annual_budget_actual,pre_event_revision_baseline,original_vs_actual,capital expenditure service,Original=3620000; actual=4420000; variance=800000,,,3620000,,800000,,4420000,,,,,,,,,,mixed_service_capital,pre_Black_Summer_non_disaster,,official_annual_report,official_primary_source,verified,pre_event_service_baseline_not_project_fixed_portfolio,NO,Eurobodalla Annual Report 2018-19,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0004/157972/ESC-2018-19-ANNUAL-REPORT.pdf,"Capital works, p.36",
EUR-035,Eurobodalla Shire Council,2018-19,,,,,,,annual_capital_total,pre_event_revision_baseline,original_vs_actual_total_capital,all capital works,"Original capital 55,220,000; actual 50,037,000; variance -5,183,000. Council cites revised timing of airport, botanic garden, cultural precinct, water and sewer works; additional grants also changed the adopted program.",,,55220000,,-5183000,,50037000,,,,,,,,,,mixed_capital_program,pre_Black_Summer_non_disaster,,official_annual_report,official_primary_source,verified,strong_non_disaster_aggregate_underspend_baseline,NO,Eurobodalla Annual Report 2018-19,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0004/157972/ESC-2018-19-ANNUAL-REPORT.pdf,"Capital works, pp.35-36",
EUR-036,Eurobodalla Shire Council,2019-20,,,,,Garlandtown Bridge and other minor works,,service_crowdout_narrative,mechanism,resource_diversion_to_bushfire_response,transport / ordinary works,"Council states inspection and maintenance of the road network were completed as scheduled and capital renewal/upgrade works were substantially on schedule, but Garlandtown Bridge and other minor works were delayed due to allocation of resources to the bushfire response.",Explicit resource diversion to bushfire response.,,,,,,,,,,,,,,,,ordinary_candidate,explicit_resource_diversion_at_project/service_level,Garlandtown direct-damage status still requires asset-level confirmation,official_annual_report,official_primary_source,verified,strong_mechanism_evidence_but_damage_screen_needed,NO,Eurobodalla Annual Report 2019-20,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0011/163001/E.ANNUAL-REPORT-2019-2020-FINAL.pdf,Transport action 7.1.2.1,
EUR-037,Eurobodalla Shire Council,2019-20,,,,,,,positive_counterevidence,mechanism,road_maintenance_continued,road inspection and maintenance,Council reports road inspection and maintenance were completed as scheduled despite the bushfire response.,,,,,,,,,,,,,,,,,ordinary_maintenance,counterevidence_to_systemwide_crowdout,service-level,official_annual_report,official_primary_source,verified,must_preserve_positive_counterevidence,NO,Eurobodalla Annual Report 2019-20,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0011/163001/E.ANNUAL-REPORT-2019-2020-FINAL.pdf,Transport action 7.1.2.1,
EUR-038,Eurobodalla Shire Council,2019-20,,,,,,,direct_damage_screen,ordinary_vs_recovery,fire_damaged_transport_assets,transport network,Bushfire affected 490 km of roads and damaged or destroyed 18 timber bridges. Named damaged/replacement bridges in the report must be excluded from any 'undamaged ordinary work displaced by recovery' portfolio unless separately classified.,,,,,,,,,,,,,,,,,direct_damage/recovery,direct_physical_damage_explicit,damage_confirmed_for_named_bridges,official_annual_report,official_primary_source,verified,creates_exclusion_screen_for_directly_damaged_assets,NO,Eurobodalla Annual Report 2019-20,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0011/163001/E.ANNUAL-REPORT-2019-2020-FINAL.pdf,Transport action 7.1.2.1,
PIL-002,Eurobodalla Shire Council,2019-20,,,,,,,pilot_aggregate_chain,budget_chain,original_Q1_Q2_Q3,mixed source scope; descriptive only,Original=75418000; Q1=65695000; Q2=47122000; Q3=43394000,,,75418000,,,43394000,,,,,,,,,,,,,,uploaded_experiment4_pilot_audit,curated_pilot_summary,reported_in_uploaded_pilot_audit,descriptive_only_do_not_pool,NO,Experiment 4: budget-reallocation pilot,,Reconstruction table,capital program; source scope differs from other councils
PIL-009,Eurobodalla Shire Council,2019-20,,,,,,,annual_cash_IPPE_pair,annual_delivery,gross_IPPE_cash_original_to_actual,all-capital IPPE cash expenditure; not matched ordinary infrastructure,Original cash IPPE=75418000; actual cash IPPE=39541000; deviation=-47.57%,,,75418000,,,,39541000,,,,,,,,,,,,,uploaded_experiment4_pilot_audit,audited_financial_statement_pair,reported_as_visually_checked_in_uploaded_audit,negative_cash_gap_not_disaster_effect,NO,Experiment 4: budget-reallocation pilot,,Separate annual cash comparison,Cannot complete category/project chain; cash scope is broader than ordinary portfolio.
EUR-002,Eurobodalla Shire Council,2020-21,2020-11-24,,,,Eurobodalla Regional Botanic Garden,,decision_reason,ordinary_vs_recovery,fire-related delay,,$0.10 million continued works were carried forward; the report says the works were delayed as a result of fire events.,,capital carry-over,100000,100000,,,,,,,,,,,Eurobodalla Regional Botanic Garden,,ordinary_or_preexisting_project_disaster_affected,delay_due_to_fire_documented; mechanism_unspecified,,,official_qbr,carried_forward_from_first_public_source_pass,possible_timing_evidence_not_fiscal_crowdout,NO,Quarterly Budget Review for period ending 30 September 2020,https://www.esc.nsw.gov.au/__data/assets/pdf_file/0018/163008/September-Quarterly-Budget-Review.pdf,p. 8,Could reflect direct access/physical effects rather than financing; do not code as fiscal crowd-out without additional evidence.
